fips,summer_high_f,winter_low_f,summer_avg_f,annual_avg_f,annual_precip_in,annual_snow_in
21073,85.6,27.5,75.2,56.1,50.8,
21075,87.1,29.1,77.1,58.1,52.5,5.2
21077,84.6,23.6,73.7,54.2,47.9,12.2
21079,85.1,27.7,74.5,56.4,48.2,6.2
21081,85.1,26.1,74.6,55.6,45.7,15.1
21083,88.4,27.6,77.1,57.9,53.7,4.3
21085,85.4,23.9,74.0,54.9,51.4,7.3
21087,86.8,27.5,75.8,56.9,51.7,9.3
21089,84.9,25.1,73.2,54.5,43.0,14.7
21091,85.3,28.0,75.7,56.6,49.7,10.0
21093,85.2,26.3,74.3,55.5,53.3,2.7
21095,84.1,27.2,73.3,55.6,53.8,19.5
21097,85.5,25.6,74.4,55.1,48.1,16.0
21099,86.5,27.4,75.2,56.8,53.0,3.0
21101,86.7,27.1,76.4,56.8,47.5,2.9
21103,86.4,23.7,74.1,54.4,50.0,
21105,88.2,28.7,77.6,58.3,53.8,3.5
21107,87.9,29.8,77.9,58.9,51.7,8.0
21109,84.3,26.3,73.6,55.2,50.8,11.8
21111,86.8,29.4,77.3,57.9,49.5,12.1
21113,85.5,27.9,75.1,56.4,49.3,9.7
21115,84.7,25.1,73.4,54.9,46.4,10.0
21117,84.7,25.9,74.4,54.8,44.4,17.7
21119,83.1,26.4,72.5,54.9,49.3,9.9
21121,85.7,26.6,74.3,56.0,53.3,9.1
21123,85.3,27.2,74.5,56.3,53.2,2.3
21125,85.0,27.9,74.4,56.4,51.9,6.7
21127,84.5,25.0,73.0,54.6,46.6,12.7
21129,84.0,26.6,73.5,55.4,50.4,16.4
21131,84.6,27.0,74.0,56.0,50.7,11.0
21133,82.0,26.5,71.8,54.6,51.6,19.1
21135,83.3,24.8,72.4,53.8,49.2,19.5
21137,84.6,27.3,74.1,55.9,50.8,10.2
21139,86.5,27.1,76.3,56.7,49.5,3.6
21141,86.4,28.2,76.0,57.0,54.0,4.3
21143,88.9,31.2,78.5,60.1,52.8,5.8
21145,88.1,28.7,77.5,58.2,50.2,5.8
21147,84.2,25.9,72.9,55.1,55.8,9.9
21149,86.2,28.8,76.3,57.3,46.3,4.8
21151,85.3,27.4,74.7,56.1,48.7,2.3
21153,84.3,25.8,73.4,55.1,49.1,18.7
21155,86.5,26.8,74.9,56.1,53.0,10.2
21157,88.5,26.5,76.6,57.6,54.2,3.9
21159,84.7,27.0,73.8,55.6,48.2,12.2
21161,84.9,23.7,73.5,53.9,48.9,14.1
21163,85.5,24.6,74.0,55.0,52.1,
21165,84.2,25.6,73.0,54.5,52.0,12.1
21167,85.0,27.3,74.7,56.1,49.0,12.0
21169,86.8,27.9,75.6,57.3,52.4,6.4
21171,87.1,27.4,75.5,57.3,53.4,6.3
21173,84.7,24.0,73.0,54.0,48.7,8.8
21175,84.9,24.6,72.9,54.3,47.7,11.6
21177,86.9,26.7,75.8,56.6,48.1,5.7
21179,86.3,27.7,75.2,56.7,51.5,8.2
21181,85.1,24.6,73.8,54.4,48.5,8.8
21183,87.1,26.3,76.0,56.7,51.2,5.4
21185,86.3,25.5,75.0,55.2,52.5,
21187,84.8,24.9,74.1,54.9,50.4,11.5
21189,84.6,26.2,73.6,55.4,50.9,14.3
21191,85.4,26.2,74.6,55.5,44.1,16.0
21193,84.5,26.5,73.6,55.6,50.8,9.8
21195,83.4,26.8,72.9,55.2,46.6,2.8
21197,83.4,25.8,73.0,54.8,51.3,10.4
21199,85.1,30.4,75.7,57.7,51.3,8.7
21201,85.2,25.2,74.2,54.9,47.6,12.5
21203,83.8,27.7,74.0,55.8,51.3,9.9
21205,84.6,25.9,73.5,54.7,49.8,8.6
21207,84.5,27.2,74.0,55.7,55.8,6.6
21209,84.4,26.2,74.0,55.0,49.5,
21211,86.5,22.7,73.5,53.9,50.1,
21213,87.4,29.1,77.1,58.1,52.4,4.4
21215,88.1,24.7,75.0,55.7,52.0,10.1
21217,86.7,26.9,75.2,56.4,51.6,11.4
21219,86.8,27.8,76.7,57.5,52.4,3.0
21221,88.1,30.6,78.3,59.4,55.1,4.8
21223,86.5,26.2,75.5,56.0,49.9,15.1
21225,86.7,27.0,76.3,56.6,47.3,9.0
21227,88.5,30.3,77.9,59.0,52.6,8.0
21229,86.8,26.6,75.0,56.2,50.5,7.8
21231,84.3,27.5,73.8,55.8,53.5,10.7
21233,87.7,28.4,77.5,58.0,48.6,8.3
21235,85.4,26.6,73.8,55.7,52.5,10.3
21237,83.6,27.3,73.5,55.7,50.5,17.5
21239,84.6,27.5,74.5,55.7,49.6,12.4
22001,90.7,43.1,81.8,68.0,62.2,0.0
22003,90.7,41.2,80.9,66.7,61.1,0.1
22005,89.9,44.2,81.7,68.4,65.0,0.1
22007,90.4,45.5,82.3,69.3,64.1,0.0
22009,92.2,40.3,81.8,66.9,57.2,0.0
22011,91.5,40.9,81.5,67.2,62.4,0.0
22013,92.2,36.8,81.2,65.0,57.5,0.3
22015,91.9,37.1,82.1,65.0,53.1,0.5
22017,92.8,39.5,82.9,66.5,51.8,0.8
22019,91.7,43.8,82.5,68.8,64.4,0.0
22021,92.2,38.3,81.8,65.7,58.8,0.3
22023,90.5,45.9,83.1,69.6,62.2,0.0
22025,89.8,38.4,80.2,64.9,59.6,0.2
22027,91.4,34.3,80.2,63.4,56.8,0.7
22029,89.5,38.3,80.1,64.8,59.4,0.1
22031,92.3,37.9,81.8,65.4,53.6,0.3
22033,91.5,43.4,82.2,68.5,64.5,0.1
22035,91.2,38.3,81.8,65.4,58.4,0.5
22037,89.6,39.6,79.6,65.6,62.1,0.0
22039,91.4,41.5,81.6,67.2,60.7,0.0
22041,93.0,38.5,82.1,66.0,58.7,0.3
22043,90.4,40.4,81.2,66.1,58.6,0.4
22045,89.5,45.3,81.9,68.7,64.9,0.0
22047,90.3,42.6,81.4,67.7,62.6,
22049,91.9,36.2,80.9,64.6,56.2,0.2
22051,89.1,46.6,81.8,69.3,64.4,0.0
22053,90.3,43.5,81.6,67.9,62.6,0.1
22055,90.9,43.7,81.9,68.4,64.3,0.0
22057,89.2,46.4,81.8,69.3,66.8,0.0
22059,90.7,38.2,80.6,65.1,59.0,0.4
22061,91.6,36.5,81.0,64.6,58.7,0.6
22063,,,,,66.3,0.0
22065,92.8,39.9,82.7,67.0,56.7,0.2
22067,91.0,35.6,80.5,63.7,58.7,0.1
22069,93.3,40.0,83.4,67.4,55.3,0.3
22071,90.9,47.4,83.7,70.4,62.6,0.0
22073,92.7,36.8,81.5,65.1,56.0,0.2
22075,88.7,49.0,82.5,70.2,60.0,0.0
22077,91.2,41.3,81.7,67.5,62.3,0.1
22079,91.6,40.4,81.9,66.8,58.4,0.1
22081,91.8,37.4,81.2,65.3,57.2,0.5
22083,92.4,38.8,82.3,66.1,58.9,0.5
22085,91.5,38.0,80.9,65.3,55.7,0.2
22087,88.5,44.5,81.2,67.9,67.4,0.1
22089,91.3,47.5,83.3,70.4,64.7,0.0
22091,90.2,39.9,80.1,66.2,65.4,0.0
22093,90.8,44.9,82.2,69.1,65.9,0.0
22095,90.9,46.0,82.7,69.6,65.5,0.0
22097,91.2,43.7,81.9,68.5,63.7,0.0
22099,89.5,44.0,80.9,67.8,66.1,0.0
22101,89.7,46.7,82.6,69.7,63.0,0.0
22103,90.2,42.4,80.9,67.4,65.1,0.1
22105,90.6,40.5,80.6,66.8,63.5,0.0
22107,92.3,37.7,81.3,65.7,57.8,0.2
22109,90.8,46.4,82.7,69.9,67.9,0.0
22111,91.6,36.6,81.1,64.4,58.3,0.9
22113,89.4,43.6,81.4,67.8,62.6,0.1
22115,92.2,39.8,81.3,66.5,60.3,0.1
22117,90.9,40.4,80.8,66.8,64.8,0.1
22119,92.2,35.4,81.4,64.4,56.5,0.6
22121,90.9,42.1,81.4,67.6,64.8,0.1
22123,91.3,37.7,81.6,65.1,58.3,0.4
22125,91.3,40.3,81.4,67.1,63.4,0.1
22127,92.1,37.8,81.5,65.6,57.5,0.3
23001,77.2,13.8,67.2,45.4,47.0,71.4
23003,75.6,4.1,63.8,40.0,38.8,105.1
23005,77.5,16.3,67.7,46.4,50.1,78.5
23007,73.5,4.8,61.9,39.1,46.4,107.5
23009,76.2,14.9,66.1,45.4,48.2,74.6
23011,78.1,13.6,67.6,45.7,43.8,79.1
23013,73.6,17.2,64.5,45.6,51.2,62.3
23015,76.0,17.1,66.5,46.2,49.0,72.8
23017,76.8,9.0,65.1,42.7,48.6,92.5
23019,76.8,7.6,65.8,42.5,45.3,91.7
23021,76.6,8.0,65.3,42.0,44.7,96.0
23023,76.1,14.0,65.8,45.1,49.1,71.1
23025,74.4,4.5,62.9,39.7,40.8,104.1
23027,75.4,13.7,65.4,44.6,49.5,74.7
23029,75.6,14.2,66.0,44.6,49.9,79.9
23031,77.5,14.6,66.3,45.8,51.3,64.8
24001,83.4,23.5,72.2,52.5,40.9,37.0
24003,85.7,31.4,77.6,58.2,44.7,
24005,85.4,30.1,76.8,57.2,49.2,
24009,84.7,29.5,75.9,57.2,47.9,14.1
24011,84.6,27.0,74.5,55.4,48.5,12.8
24013,83.1,24.4,72.5,53.1,46.7,31.0
24015,85.3,27.2,75.3,55.4,48.2,18.1
24017,85.1,28.6,75.7,56.8,46.3,13.6
24019,86.7,30.3,77.0,58.2,46.6,13.3
24021,85.0,27.0,74.7,55.4,45.2,30.4
24023,78.3,20.4,67.5,48.8,48.6,104.2
24025,84.7,27.4,75.2,55.3,49.4,
24027,,,,,48.6,28.5
24029,84.6,28.8,75.7,56.0,46.8,16.7
24031,84.7,28.8,75.6,56.2,45.2,32.6
24033,86.5,28.0,76.5,56.9,46.0,13.7
24035,84.6,30.2,76.5,56.8,46.8,15.8
24037,85.6,31.6,77.4,58.5,46.3,12.9
24039,85.2,30.6,76.1,57.8,47.2,8.2
24041,85.7,31.1,76.9,57.8,47.9,14.1
24043,84.9,25.6,74.6,54.5,42.8,
24045,86.1,30.7,76.4,58.2,48.6,8.0
24047,85.5,31.5,76.2,58.3,47.4,8.3
24510,86.6,30.7,77.7,57.9,45.2,19.3
25001,76.1,25.8,69.0,50.7,47.4,22.8
25003,78.6,15.6,66.8,46.0,47.6,80.6
25005,80.6,22.4,69.8,50.5,49.6,31.5
25007,77.2,26.4,68.7,51.1,47.9,25.3
25009,78.6,20.4,68.5,48.8,46.4,47.6
25011,80.7,16.1,68.9,47.9,50.2,54.6
25013,82.2,18.8,70.5,49.5,48.9,49.8
25015,81.4,16.4,69.7,48.3,49.5,49.3
25017,82.9,19.0,70.7,50.0,49.1,54.9
25019,74.2,28.2,67.5,50.9,42.5,23.9
25021,81.8,22.2,71.2,51.2,47.1,64.4
25023,80.7,23.3,70.6,51.4,51.7,38.0
25025,80.3,24.5,71.5,51.6,46.5,52.7
25027,79.0,18.0,68.4,47.8,48.4,64.2
26001,72.7,15.0,64.0,43.0,29.7,51.0
26003,72.4,13.3,62.5,41.6,35.7,153.4
26005,78.9,23.7,70.6,50.5,38.5,96.0
26007,75.0,15.2,65.3,43.8,31.8,63.4
26009,79.5,15.9,66.8,45.4,34.7,121.7
26011,78.2,15.1,66.8,45.2,31.6,50.8
26013,73.7,8.5,62.9,39.9,35.9,188.4
26015,81.0,19.0,69.5,48.5,38.6,67.0
26017,80.3,17.8,69.2,47.5,32.9,45.7
26019,76.1,20.1,67.1,46.4,35.1,96.4
26021,80.4,20.4,71.3,50.0,42.5,57.7
26023,80.1,18.3,69.3,48.1,39.0,42.2
26025,80.9,19.3,70.0,48.9,34.8,48.9
26027,81.1,20.4,70.6,49.7,40.7,63.2
26029,74.0,17.6,65.3,44.5,33.5,99.5
26031,76.8,13.2,65.3,43.5,31.4,86.5
26033,76.0,10.0,63.5,41.6,35.4,103.3
26035,79.5,13.6,66.5,44.6,33.5,61.8
26037,81.1,19.9,70.5,49.0,34.2,42.4
26039,77.3,12.9,65.5,43.3,34.9,106.7
26041,75.9,10.3,64.9,42.5,31.4,47.2
26043,77.2,7.5,65.1,41.6,28.2,65.1
26045,79.9,18.1,69.1,47.6,36.3,39.6
26047,74.8,13.7,64.1,43.0,32.5,95.1
26049,80.2,17.9,68.9,47.5,33.0,45.7
26051,79.4,14.9,67.2,45.5,33.9,51.7
26053,75.2,5.8,63.7,40.0,39.5,174.4
26055,78.7,17.8,67.6,46.1,33.1,112.7
26057,80.1,17.5,68.8,47.1,35.3,39.1
26059,80.4,17.9,69.4,48.0,39.1,43.3
26061,74.8,10.5,62.6,40.5,33.3,193.3
26063,75.8,19.1,67.0,46.3,31.8,45.7
26065,81.0,19.4,70.1,48.8,34.0,42.4
26067,79.3,17.8,68.8,47.1,36.7,56.5
26069,77.9,13.8,66.4,44.6,32.3,47.9
26071,75.7,3.5,62.4,39.0,30.9,78.2
26073,80.6,17.3,69.0,47.0,35.8,43.1
26075,80.6,19.5,69.8,48.8,35.6,37.0
26077,81.5,20.6,70.8,49.6,33.8,70.2
26079,76.8,12.9,64.7,42.9,35.0,123.5
26081,80.6,19.8,70.0,48.5,39.5,73.5
26083,71.9,13.6,62.5,41.3,32.7,169.3
26085,78.6,14.1,66.3,44.5,37.2,94.6
26087,80.4,17.6,69.1,47.6,33.7,38.0
26089,76.0,19.4,66.5,45.8,34.2,115.3
26091,81.9,19.0,70.4,49.1,33.1,28.6
26093,80.9,16.8,68.9,47.6,33.3,34.3
26095,74.3,12.0,62.8,41.3,36.6,139.9
26097,75.0,11.0,63.6,41.7,34.0,110.0
26099,80.3,19.7,70.2,48.6,34.5,36.5
26101,78.1,19.5,67.3,46.9,36.6,102.2
26103,73.8,10.5,63.3,40.9,33.4,150.1
26105,77.6,19.0,66.7,46.3,37.5,89.0
26107,80.2,15.5,68.0,46.0,37.2,64.0
26109,77.9,9.7,65.5,42.9,30.8,57.7
26111,79.6,17.6,68.7,47.0,33.5,45.9
26113,78.9,12.5,65.6,43.8,33.2,71.6
26115,81.8,20.0,71.2,49.7,35.0,40.0
26117,81.1,16.1,68.6,47.0,37.1,61.7
26119,77.9,13.0,65.3,43.3,32.0,76.8
26121,77.9,19.8,67.0,46.8,35.8,70.9
26123,79.0,16.4,67.1,45.8,37.5,66.4
26125,79.6,18.3,69.4,47.8,31.7,47.8
26127,78.3,18.6,67.0,46.5,37.3,74.9
26129,78.7,12.3,65.8,43.9,33.3,51.7
26131,76.5,11.3,64.3,42.4,34.8,173.1
26133,78.2,14.4,66.6,44.6,35.7,67.1
26135,79.2,13.5,66.5,44.6,32.2,58.3
26137,75.4,12.4,64.4,42.3,34.1,128.3
26139,78.5,21.6,69.1,48.4,37.3,77.0
26141,77.2,14.2,65.8,43.9,31.0,72.3
26143,78.8,13.3,65.8,44.0,30.7,68.3
26145,80.5,18.4,69.8,47.9,33.7,42.7
26147,79.9,18.8,69.6,47.9,35.2,42.1
26149,80.7,19.4,70.0,48.9,39.5,40.8
26151,77.9,17.1,67.6,46.2,33.8,43.3
26153,72.7,12.0,63.0,41.6,33.7,161.0
26155,80.7,17.7,69.2,47.7,33.9,40.1
26157,79.8,16.7,68.2,46.6,34.2,42.8
26159,79.7,23.3,70.4,50.3,36.8,89.3
26161,81.9,17.7,69.3,48.0,34.8,60.2
26163,81.6,21.1,71.4,50.0,34.9,39.9
26165,77.9,13.9,66.2,44.3,35.7,94.5
27001,76.5,3.3,65.8,40.7,30.8,47.8
27003,79.4,8.1,68.8,44.3,33.1,53.3
27005,76.8,1.1,66.6,40.4,28.3,49.5
27007,74.9,1.0,65.8,39.2,23.3,48.9
27009,78.9,5.7,67.6,42.6,29.6,48.6
27011,80.5,6.2,69.8,44.0,25.6,39.6
27013,80.9,10.1,70.5,46.0,34.4,43.1
27015,80.1,8.7,69.6,44.9,31.0,42.9
27017,76.2,3.8,64.1,39.8,31.9,65.9
27019,79.6,8.4,69.1,44.3,32.7,49.5
27021,77.4,4.4,67.0,41.6,27.8,45.1
27023,81.6,6.4,69.9,44.5,29.0,48.8
27025,80.3,5.4,68.6,43.6,33.5,46.5
27027,80.0,3.2,68.9,42.0,25.2,49.1
27029,76.1,-0.1,65.1,38.9,27.0,50.5
27031,67.1,8.9,58.5,38.8,26.3,51.8
27033,81.1,9.6,70.5,45.5,30.5,44.0
27035,78.5,3.3,67.1,41.7,27.7,43.6
27037,79.7,8.9,69.7,45.0,33.5,43.7
27039,79.3,8.5,68.6,44.1,36.2,46.7
27041,78.5,5.3,68.0,42.3,27.0,48.2
27043,80.8,9.8,70.6,46.0,33.7,45.2
27045,79.4,8.0,67.7,43.9,37.0,42.7
27047,79.0,9.2,69.3,44.6,36.1,40.4
27049,79.4,8.1,68.9,44.3,35.0,41.7
27051,79.4,4.7,69.0,42.7,25.8,41.3
27053,80.6,10.8,70.6,45.8,33.7,54.3
27055,79.7,11.4,69.7,45.9,38.1,41.0
27057,77.3,1.7,66.1,40.2,26.4,50.0
27059,79.5,7.6,69.0,44.1,32.4,49.4
27061,75.7,0.6,64.8,39.2,29.7,55.2
27063,80.0,8.8,69.5,44.6,30.5,46.9
27065,77.7,4.6,66.2,41.5,32.3,46.8
27067,79.4,5.5,69.2,43.3,29.4,46.2
27069,78.1,-0.3,66.5,39.0,22.4,41.7
27071,74.8,-1.9,63.2,37.6,27.2,59.9
27073,80.5,6.5,69.7,44.0,25.6,47.8
27075,73.8,1.4,62.4,37.9,31.4,86.7
27077,76.6,-1.4,65.0,38.5,24.4,45.9
27079,79.5,8.1,69.3,44.4,33.9,38.9
27081,79.8,7.6,69.1,43.8,28.4,44.2
27083,81.7,7.7,70.4,44.9,28.3,44.9
27085,79.9,7.5,69.8,44.3,32.8,47.1
27087,77.0,0.7,66.0,39.8,26.4,49.7
27089,79.1,0.4,67.1,40.1,23.9,46.1
27091,80.5,9.5,70.5,45.4,32.8,45.6
27093,79.1,4.2,68.7,42.6,29.9,44.9
27095,78.2,5.1,67.2,42.3,29.9,42.7
27097,81.2,5.7,69.1,43.8,29.6,51.7
27099,78.4,9.1,68.3,43.9,36.7,48.3
27101,79.6,8.0,69.0,43.8,29.8,46.3
27103,80.0,8.8,69.9,44.9,33.0,38.3
27105,79.8,8.4,69.1,44.1,30.5,44.3
27107,78.9,0.5,67.0,40.3,25.0,45.3
27109,78.7,8.9,68.1,44.0,36.0,50.9
27111,77.2,2.4,67.3,40.8,28.0,49.8
27113,78.2,1.0,67.0,40.1,24.5,49.9
27115,76.7,4.6,65.0,40.8,33.3,53.1
27117,79.8,7.8,69.2,44.0,28.9,40.9
27119,77.9,0.8,66.9,39.9,23.6,49.6
27121,80.5,5.0,68.6,43.2,26.0,45.4
27123,80.1,10.9,70.8,46.0,33.0,40.4
27125,77.8,0.9,66.8,39.9,24.4,49.9
27127,80.9,8.5,70.0,44.8,29.7,44.6
27129,80.5,6.5,69.1,43.8,29.4,39.7
27131,80.0,8.5,69.4,44.6,35.0,42.8
27133,81.9,10.1,70.8,46.1,29.5,42.3
27135,75.2,-2.7,63.6,37.1,25.9,45.1
27137,75.1,-0.6,62.9,37.7,28.5,70.2
27139,79.7,9.1,69.5,44.7,33.7,45.9
27141,79.6,7.2,68.4,43.6,31.2,45.5
27143,80.0,8.8,70.2,44.7,32.5,45.6
27145,78.4,6.0,68.2,42.7,30.0,49.2
27147,79.8,8.8,69.7,44.7,36.3,45.9
27149,79.7,4.9,69.1,43.0,26.7,43.9
27151,81.4,5.6,70.3,44.3,27.7,44.4
27153,77.7,3.6,66.6,41.0,30.6,53.2
27155,80.0,5.5,69.7,43.4,25.5,41.7
27157,80.7,8.7,69.7,45.1,35.4,44.3
27159,76.9,1.9,66.0,40.1,27.0,48.5
27161,79.7,8.6,69.7,44.8,37.3,48.6
27163,79.7,10.2,70.2,45.7,33.8,40.4
27165,81.0,9.3,70.4,45.6,32.9,49.2
27167,79.4,3.0,68.6,42.0,24.7,48.2
27169,81.1,12.1,70.9,47.0,35.5,39.1
27171,79.4,7.0,69.3,44.0,31.6,41.6
27173,81.7,6.3,69.9,44.4,27.9,46.9
28001,89.7,37.8,79.9,64.8,59.7,0.1
28003,88.8,32.1,78.3,60.4,59.1,0.8
28005,90.9,38.0,80.1,65.4,63.8,0.1
28007,89.3,35.1,79.4,63.0,61.3,1.1
28009,88.4,30.8,77.7,60.0,57.6,2.2
28011,90.9,35.3,80.9,63.3,56.0,1.0
28013,90.0,33.5,79.5,62.5,58.5,0.7
28015,90.1,34.1,79.3,62.6,56.7,0.7
28017,89.7,34.0,79.3,62.3,59.7,0.6
28019,89.5,33.6,78.7,62.1,59.4,0.8
28021,92.3,37.6,81.4,65.8,57.2,0.4
28023,90.8,37.5,80.5,64.8,60.9,0.4
28025,90.0,34.0,79.6,62.6,56.8,0.2
28027,90.0,34.0,80.2,62.4,55.5,0.5
28029,90.1,40.0,80.2,65.5,61.5,0.3
28031,93.0,36.6,81.2,66.0,58.6,0.3
28033,90.0,33.2,80.0,61.9,57.5,1.4
28035,91.3,39.6,81.0,66.4,61.7,0.6
28037,91.1,38.0,80.5,65.5,61.7,0.3
28039,90.7,41.4,81.0,67.2,65.7,0.2
28041,92.0,37.0,80.6,65.5,63.6,0.2
28043,90.5,33.3,79.6,62.5,60.2,1.1
28045,88.1,42.1,80.0,66.2,67.0,0.0
28047,89.6,44.8,82.0,68.3,64.5,0.1
28049,92.2,37.9,81.4,65.6,59.4,
28051,89.3,33.9,78.7,62.6,57.2,0.2
28053,90.4,38.4,81.5,64.9,57.6,0.2
28055,91.2,37.9,81.5,65.1,57.3,0.4
28057,89.1,32.7,78.7,61.3,59.7,1.0
28059,89.4,42.2,80.8,67.1,68.4,0.1
28061,91.2,35.9,79.8,64.2,59.0,0.4
28063,91.2,37.5,80.6,65.2,58.7,0.3
28065,93.3,37.9,81.8,66.6,61.0,0.5
28067,92.3,37.1,80.9,65.7,59.8,0.2
28069,92.4,38.7,81.7,65.9,58.3,0.6
28071,90.3,32.8,79.6,62.0,60.3,1.2
28073,91.0,39.9,81.0,66.5,62.4,0.6
28075,92.5,38.4,81.6,65.9,59.8,0.6
28077,94.6,38.2,82.4,67.0,60.5,0.2
28079,90.8,35.2,80.1,63.7,58.4,0.3
28081,90.5,34.7,80.4,62.9,57.2,0.8
28083,90.6,37.2,81.0,64.2,55.8,0.7
28085,89.5,38.3,79.7,64.7,61.6,0.0
28087,92.0,36.9,81.5,64.8,57.5,0.3
28089,90.2,35.2,79.5,63.4,58.0,0.5
28091,91.4,39.5,81.4,66.5,61.7,0.3
28093,88.4,31.2,77.4,60.0,56.6,2.0
28095,89.9,33.1,79.1,62.0,58.2,0.1
28097,88.8,31.3,77.5,60.6,59.0,0.8
28099,90.3,36.8,80.1,64.2,60.6,
28101,90.6,35.5,79.2,63.6,59.1,0.4
28103,90.0,34.8,79.7,63.1,57.0,0.4
28105,90.4,34.9,80.2,63.3,59.8,0.5
28107,90.5,33.3,79.8,62.2,57.9,0.5
28109,90.7,40.3,80.5,66.4,65.1,0.2
28111,92.2,38.6,81.2,66.4,63.2,0.5
28113,90.6,39.7,80.3,66.0,61.9,0.1
28115,89.4,34.2,79.4,62.2,59.5,1.0
28117,87.8,31.1,77.4,59.9,59.8,0.9
28119,90.8,33.8,80.3,62.4,56.8,0.6
28121,91.4,38.4,81.2,65.4,58.7,1.0
28123,90.0,35.4,78.7,63.2,60.7,0.6
28125,91.9,38.3,82.0,65.5,56.4,0.3
28127,93.5,38.6,82.5,66.8,58.8,0.7
28129,90.3,36.0,79.2,63.7,58.7,0.8
28131,90.6,39.9,80.2,66.3,67.7,0.1
28133,90.8,35.9,81.1,63.7,57.1,0.9
28135,91.0,35.4,80.7,63.4,58.3,0.7
28137,89.8,32.5,79.4,61.4,57.1,0.8
28139,88.5,30.8,77.8,59.8,57.7,1.8
28141,87.7,30.3,76.8,59.3,61.5,0.8
28143,90.0,34.1,80.5,62.3,55.2,1.0
28145,89.5,31.8,78.6,60.9,58.1,1.4
28147,90.9,39.4,80.6,66.2,62.6,0.2
28149,91.5,40.0,82.2,66.4,59.8,0.1
28151,91.1,36.4,81.2,64.1,54.1,0.3
28153,91.2,37.5,80.5,65.2,60.6,0.5
28155,89.3,33.2,78.7,61.9,58.6,0.9
28157,91.6,38.4,80.8,66.3,65.9,0.1
28159,90.5,35.9,79.9,63.6,58.4,0.6
28161,90.1,32.0,79.2,61.8,63.3,0.7
28163,92.4,38.2,82.0,65.9,58.8,0.2
29001,83.8,18.6,73.4,51.4,41.6,19.4
29003,85.6,19.2,75.2,52.9,37.9,17.9
29005,83.9,17.5,73.8,51.3,34.4,25.4
29007,85.9,22.0,75.4,54.0,43.2,
29009,85.9,25.4,75.1,56.0,48.1,6.7
29011,87.2,25.4,76.6,56.4,47.0,7.9
29013,87.3,22.6,77.0,55.5,43.9,9.6
29015,86.9,23.7,76.6,55.6,43.3,18.4
29017,88.2,27.1,77.2,57.7,51.9,8.3
29019,86.9,25.3,77.1,56.2,43.2,17.4
29021,85.9,19.9,75.7,53.4,37.5,19.0
29023,88.5,28.5,78.3,58.4,52.4,5.5
29025,84.8,18.5,74.4,52.0,39.9,12.2
29027,84.7,23.1,74.5,53.9,44.0,18.6
29029,87.1,26.2,76.9,56.9,44.0,6.3
29031,88.6,26.4,77.8,57.1,50.0,7.4
29033,86.0,21.2,75.7,54.0,40.9,13.4
29035,87.3,25.0,76.0,56.1,48.6,8.3
29037,85.5,22.9,76.0,54.6,43.4,14.0
29039,87.9,25.7,77.7,57.1,44.9,6.2
29041,85.6,21.6,75.7,53.9,41.1,14.5
29043,86.3,22.8,74.6,54.9,46.3,10.2
29045,84.0,19.4,74.1,51.9,39.0,26.6
29047,86.2,20.8,76.1,54.1,41.7,17.2
29049,85.5,19.3,75.3,53.0,38.7,20.0
29051,86.7,24.0,76.5,55.6,43.8,9.2
29053,86.4,22.8,76.3,54.8,42.8,11.5
29055,86.3,21.4,73.9,53.9,46.5,11.9
29057,87.7,24.7,76.8,56.3,45.4,12.8
29059,86.8,23.2,75.5,55.3,45.5,8.9
29061,84.3,18.5,74.0,51.7,39.1,17.3
29063,84.9,18.3,74.3,51.9,38.4,19.9
29065,85.8,24.2,74.2,55.1,47.1,5.3
29067,86.3,24.7,75.4,55.8,47.1,7.7
29069,89.9,30.4,79.4,60.0,51.9,3.2
29071,87.9,24.5,76.7,56.2,44.5,11.4
29073,85.8,21.6,74.1,53.7,44.8,12.3
29075,85.4,17.8,74.7,51.9,38.5,18.6
29077,87.4,26.0,76.9,56.9,45.9,13.7
29079,85.9,18.8,75.0,52.3,39.5,17.2
29081,84.9,18.4,74.4,51.8,39.0,22.7
29083,87.4,22.3,76.5,55.2,44.6,11.0
29085,86.9,25.0,76.8,56.4,45.3,9.0
29087,85.2,18.6,74.9,52.5,37.2,21.7
29089,86.2,22.6,76.1,54.7,41.9,11.6
29091,86.9,25.6,75.5,56.2,48.5,7.1
29093,85.9,24.1,75.0,55.1,45.6,9.8
29095,85.4,22.9,76.0,54.5,42.0,11.9
29097,88.8,26.8,78.1,58.1,47.3,7.8
29099,86.8,24.7,75.9,55.7,43.6,9.6
29101,87.2,21.3,76.0,54.6,42.0,13.3
29103,84.0,19.4,73.5,51.7,40.2,19.5
29105,86.6,24.5,75.7,55.8,46.4,8.7
29107,85.6,21.3,75.4,53.8,41.2,13.7
29109,87.9,25.0,76.5,56.6,46.1,9.1
29111,84.0,20.9,74.2,52.6,38.9,17.8
29113,85.5,22.6,75.2,54.2,42.5,14.9
29115,84.0,20.3,74.1,52.5,39.8,17.3
29117,85.6,19.9,75.3,52.9,40.9,13.9
29119,87.6,27.4,76.8,57.8,47.0,9.8
29121,85.0,20.9,74.9,53.0,41.4,19.0
29123,86.8,24.3,75.2,55.5,45.2,9.1
29125,87.8,26.0,77.0,56.8,43.6,14.1
29127,84.7,21.2,74.9,53.2,40.5,14.1
