fips,summer_high_f,winter_low_f,summer_avg_f,annual_avg_f,annual_precip_in,annual_snow_in
48121,94.3,35.4,83.5,65.1,38.3,0.1
48123,96.2,43.7,85.0,70.7,35.8,0.2
48125,94.0,28.5,80.8,62.0,23.8,2.9
48127,98.6,42.1,86.1,71.5,20.1,0.1
48129,92.7,26.0,79.2,59.6,22.5,4.2
48131,96.5,46.0,85.3,72.3,26.3,0.2
48133,94.1,32.2,81.6,63.9,29.7,1.8
48135,95.1,33.6,82.8,65.2,14.6,1.5
48137,91.2,38.4,80.5,65.7,25.7,0.2
48139,93.3,36.5,83.1,65.4,40.7,0.1
48141,95.6,35.9,83.7,66.2,9.3,2.8
48143,95.5,33.1,82.4,64.8,34.4,0.8
48145,93.5,36.3,82.0,65.8,39.3,0.1
48147,92.1,34.6,81.9,63.5,47.0,1.0
48149,95.3,41.4,84.2,68.8,40.8,0.0
48151,94.0,33.9,82.8,64.6,24.0,3.1
48153,90.9,26.7,78.4,59.4,21.2,4.4
48155,96.2,29.4,83.2,63.3,26.7,1.5
48157,93.0,45.9,83.8,70.4,51.8,0.0
48159,92.9,35.7,82.1,64.5,47.2,1.3
48161,92.9,38.2,82.4,66.1,42.9,0.2
48163,97.2,43.7,85.2,71.5,24.4,0.0
48165,93.4,29.3,79.6,61.8,17.3,4.5
48167,90.5,50.2,84.6,71.8,53.2,0.1
48169,93.8,30.4,81.2,62.7,22.0,3.8
48171,92.6,36.2,81.2,65.5,31.1,0.1
48173,94.0,30.8,81.1,63.4,19.5,1.8
48175,94.1,45.0,83.7,70.7,36.3,0.0
48177,94.3,42.0,83.8,69.0,35.5,0.0
48179,90.6,25.5,77.9,58.4,22.3,12.3
48181,91.1,35.7,81.6,63.6,43.3,
48183,93.4,37.4,82.7,66.0,49.9,0.9
48185,94.4,41.6,83.8,68.6,45.8,0.0
48187,95.3,41.5,83.8,69.1,34.7,0.0
48189,90.6,26.2,77.9,59.2,18.9,7.3
48191,94.1,28.9,81.3,61.9,23.8,4.7
48193,93.5,34.5,81.8,64.7,32.4,0.1
48195,91.7,22.5,77.6,57.2,20.4,10.8
48197,95.2,28.5,82.5,62.4,26.2,1.9
48199,92.6,41.7,82.5,68.2,62.7,0.1
48201,93.9,45.6,84.4,70.5,56.8,0.0
48203,92.7,35.4,81.4,64.4,52.1,1.0
48205,89.9,21.0,75.4,55.5,16.9,14.7
48207,94.1,31.1,82.1,63.4,26.7,3.2
48209,,,,,37.6,0.1
48211,90.9,24.1,78.2,57.8,21.7,9.2
48213,93.1,36.9,82.5,65.7,44.7,0.2
48215,96.3,50.2,85.8,74.5,24.1,0.2
48217,94.8,36.2,83.4,66.1,39.3,0.6
48219,91.5,26.1,77.7,59.2,18.4,6.4
48221,94.7,33.2,83.2,64.8,34.4,0.2
48223,92.9,36.0,82.6,64.8,46.6,1.0
48225,93.5,38.2,82.3,66.3,47.3,0.0
48227,94.4,32.7,82.3,64.5,19.1,2.7
48229,95.0,26.9,79.4,61.8,10.3,0.5
48231,94.9,35.4,83.7,65.5,45.6,0.4
48233,93.7,26.6,79.9,60.1,20.1,14.4
48235,94.4,31.3,81.4,64.0,21.5,1.2
48237,94.3,31.9,82.3,63.6,33.2,1.4
48239,92.7,46.7,84.1,71.0,45.7,0.1
48241,91.4,40.9,81.6,67.0,60.1,0.0
48243,88.7,31.9,75.1,61.0,16.8,4.3
48245,91.9,45.2,83.1,69.5,61.5,0.1
48247,98.1,47.7,86.4,73.6,25.0,0.2
48249,96.6,48.8,85.9,73.6,28.0,0.5
48251,93.9,35.3,82.6,65.1,38.7,0.5
48253,94.7,31.6,82.3,64.0,25.4,3.7
48255,95.2,43.9,84.1,70.1,32.6,0.3
48257,93.4,36.0,82.7,65.2,40.8,0.1
48259,,,,,34.7,0.2
48261,94.7,48.4,84.3,73.0,28.0,0.2
48263,94.2,29.7,81.5,62.7,22.1,3.6
48265,91.9,33.2,79.9,64.2,30.3,0.2
48267,94.5,33.6,81.9,65.6,22.8,0.3
48269,95.5,29.1,82.3,62.9,23.5,3.5
48271,95.1,40.2,83.6,69.1,24.2,0.1
48273,95.4,48.1,85.3,73.0,29.8,0.2
48275,95.7,31.6,83.2,64.1,26.0,2.5
48277,94.1,35.4,83.6,64.9,48.5,1.1
48279,90.4,24.4,76.7,58.1,18.6,7.4
48281,94.6,35.5,82.7,65.8,32.5,0.0
48283,98.3,43.9,86.0,72.0,22.1,0.1
48285,94.7,44.6,84.0,70.3,40.1,0.1
48287,94.2,40.5,83.6,68.1,37.7,0.1
48289,93.3,37.2,82.0,65.9,42.7,0.1
48291,92.0,42.6,82.3,68.5,58.9,0.1
48293,93.9,37.3,82.6,66.3,40.5,0.2
48295,92.1,20.2,77.8,56.7,22.3,10.3
48297,96.0,44.7,84.7,71.0,28.4,0.3
48299,95.3,35.9,83.6,67.1,29.1,0.1
48301,95.5,30.4,81.8,64.0,12.4,2.0
48303,92.1,29.3,79.9,61.5,19.0,7.1
48305,92.3,29.9,79.9,61.9,20.6,4.6
48307,92.8,36.0,81.6,65.3,27.6,0.4
48309,94.3,37.6,83.7,66.6,38.5,0.2
48311,97.2,44.5,85.4,71.6,25.0,0.4
48313,94.0,38.6,82.5,67.1,45.9,0.4
48315,92.8,35.6,81.8,64.7,50.2,1.2
48317,94.5,31.7,81.4,64.0,15.5,3.3
48319,94.2,35.7,81.9,65.8,28.5,0.1
48321,89.1,46.3,82.5,69.6,45.3,0.4
48323,97.7,41.7,85.7,70.8,20.3,0.0
48325,95.5,41.1,83.9,69.6,29.0,0.0
48327,93.7,31.6,80.4,63.9,24.3,0.4
48329,94.6,33.6,82.3,65.1,14.3,2.8
48331,93.4,40.6,82.9,67.9,38.1,0.1
48333,92.5,35.2,81.3,64.9,30.8,0.1
48335,94.5,30.3,81.7,63.5,21.6,1.6
48337,93.1,32.1,82.0,63.3,35.2,0.6
48339,94.0,43.0,83.5,69.1,50.4,0.0
48341,91.2,23.0,77.2,56.8,18.0,10.3
48343,91.9,35.0,81.3,63.9,47.7,1.1
48345,92.5,29.5,80.0,61.2,23.3,5.8
48347,91.7,37.9,82.0,65.7,50.7,0.1
48349,93.8,38.0,83.2,66.3,41.5,0.3
48351,91.8,41.1,81.9,67.3,58.2,0.0
48353,93.1,32.3,81.1,63.5,23.2,1.6
48355,92.9,49.5,84.5,72.7,31.9,0.3
48357,93.3,24.2,79.5,59.0,22.0,9.8
48359,90.3,22.4,76.6,56.8,18.8,9.8
48361,91.0,44.3,82.3,68.7,66.7,0.0
48363,94.8,33.6,83.1,65.2,33.5,0.1
48365,91.8,37.6,81.7,65.3,52.0,0.7
48367,93.6,33.8,82.5,64.4,34.3,0.0
48369,90.6,23.9,76.2,57.2,19.1,11.8
48371,94.2,36.6,82.1,66.3,13.6,1.4
48373,93.7,41.1,83.4,68.2,52.4,0.1
48375,90.3,23.8,76.7,57.3,19.3,14.6
48377,96.7,32.3,82.2,66.3,12.0,1.5
48379,91.1,34.9,80.8,63.7,45.3,1.2
48381,91.0,23.4,77.6,57.9,18.3,10.0
48383,94.4,32.4,81.4,64.4,19.1,2.1
48385,92.1,33.3,80.2,64.8,30.3,0.2
48387,91.5,33.6,80.9,63.0,49.5,1.8
48389,95.9,32.2,81.7,64.8,11.0,2.9
48391,92.8,46.8,83.9,71.4,35.3,0.4
48393,91.4,24.3,78.2,58.1,22.7,10.5
48395,94.2,40.8,83.2,67.8,40.5,0.5
48397,91.3,36.1,81.7,64.2,40.2,0.2
48399,94.0,31.8,81.5,64.2,24.1,1.0
48401,92.8,37.7,82.0,65.7,49.8,0.6
48403,92.3,38.8,81.3,66.0,55.7,0.1
48405,92.9,38.6,81.8,66.2,55.0,0.1
48407,92.5,41.1,82.3,67.6,52.4,0.0
48409,92.7,47.0,83.9,71.5,33.6,0.3
48411,93.4,34.9,81.8,65.2,29.7,0.2
48413,92.8,33.4,80.5,64.2,22.2,1.1
48415,94.2,30.5,81.6,63.3,21.4,1.8
48417,93.8,32.3,81.8,63.9,28.7,2.0
48419,92.8,37.3,81.8,65.6,56.2,0.5
48421,91.2,21.6,76.8,56.3,17.0,12.2
48423,92.5,39.3,82.5,66.2,45.8,0.6
48425,94.5,33.7,82.9,64.8,35.9,0.6
48427,99.0,48.4,87.1,74.8,22.8,0.1
48429,94.5,30.5,82.0,63.6,29.6,1.4
48431,93.4,31.2,81.3,63.7,20.8,1.7
48433,95.1,31.2,82.6,63.7,23.9,4.0
48435,94.3,32.7,82.0,65.2,22.3,0.6
48437,89.9,24.2,76.5,57.4,20.3,10.4
48439,94.1,37.8,84.0,66.3,38.2,2.0
48441,93.9,33.3,81.8,64.4,26.0,1.9
48443,95.4,35.7,83.2,67.1,12.5,0.4
48445,92.5,27.7,79.0,60.6,18.4,4.9
48447,95.1,31.0,82.5,63.7,28.9,1.5
48449,92.3,34.7,81.4,63.9,47.9,1.6
48451,95.5,34.6,83.1,66.1,23.4,1.3
48453,95.3,40.2,83.7,68.2,36.5,0.2
48455,94.2,39.7,82.8,67.5,52.9,0.1
48457,92.2,40.6,82.0,67.3,56.7,0.2
48459,91.5,35.7,81.1,64.1,49.9,1.2
48461,95.4,34.0,83.5,66.3,13.8,1.5
48463,93.3,36.7,81.9,66.9,26.5,0.1
48465,95.5,37.2,84.3,68.3,19.0,0.2
48467,92.6,36.0,82.1,64.6,45.8,1.0
48469,93.3,45.7,83.8,70.6,41.3,0.1
48471,92.9,42.3,83.0,68.0,47.3,0.0
48473,93.7,43.2,83.3,69.1,47.7,0.0
48475,96.9,30.9,83.1,65.0,13.0,1.1
48477,94.0,40.1,83.0,67.8,45.7,0.0
48479,99.5,46.9,87.3,73.7,21.6,0.2
48481,93.9,44.3,83.7,70.2,48.3,0.3
48483,91.8,26.1,78.8,59.3,22.4,5.6
48485,95.5,31.7,83.3,63.7,28.7,2.2
48487,95.2,30.4,83.1,63.3,27.5,1.4
48489,94.3,51.3,85.0,74.1,25.0,0.1
48491,94.9,38.1,83.1,67.1,37.4,0.0
48493,95.7,40.9,84.2,69.6,32.9,0.0
48495,95.5,30.9,82.0,64.5,12.4,1.4
48497,93.8,33.9,82.8,64.6,36.8,1.0
48499,91.6,35.8,81.2,64.2,45.3,0.4
48501,91.9,26.4,77.8,59.6,16.5,3.2
48503,95.5,31.7,83.3,64.2,29.3,1.4
48505,99.0,48.7,87.4,74.5,20.7,0.1
48507,97.8,43.6,86.0,71.8,22.4,0.0
49001,91.9,17.6,73.2,51.8,8.5,63.5
49003,84.2,15.7,68.9,46.6,18.7,12.9
49005,85.2,17.6,69.7,47.9,18.1,54.2
49007,86.9,16.6,70.3,48.9,15.1,15.9
49009,83.2,13.9,66.6,46.0,15.3,44.5
49011,86.8,22.7,73.6,51.5,19.2,37.0
49013,81.0,11.0,65.5,44.3,11.7,33.3
49015,88.4,15.7,72.0,50.3,8.5,17.1
49017,84.8,21.6,71.1,51.2,13.5,42.3
49019,94.8,20.1,77.7,54.8,12.0,10.9
49021,87.5,18.5,70.5,50.2,13.0,57.3
49023,90.8,17.6,72.8,50.5,15.5,26.9
49025,92.5,22.0,75.7,54.7,9.7,10.3
49027,91.9,17.1,72.5,51.2,8.0,36.4
49029,86.9,14.3,67.5,46.8,17.5,66.7
49031,85.7,14.5,66.7,47.6,15.6,19.8
49033,78.6,6.6,60.8,40.0,16.6,67.5
49035,88.2,26.6,75.7,54.5,20.2,52.7
49037,87.1,23.2,73.5,52.6,16.2,20.4
49039,86.8,14.7,68.1,47.4,15.9,26.9
49041,85.2,15.7,66.7,47.4,28.4,17.8
49043,74.8,5.5,56.8,38.1,34.0,
49045,90.8,20.2,74.9,52.1,7.8,37.1
49047,90.5,8.6,71.9,47.8,7.7,17.2
49049,90.2,23.8,74.6,53.3,22.3,57.8
49051,84.5,14.2,65.6,45.9,26.0,74.5
49053,95.0,29.5,80.0,60.0,18.4,4.6
49055,89.5,20.8,74.6,52.9,7.5,17.4
49057,85.2,18.6,70.0,48.8,26.5,101.6
50001,78.2,11.2,66.2,44.2,42.6,78.5
50003,79.3,14.5,66.6,46.1,46.9,89.3
50005,77.4,10.6,66.3,43.9,41.6,108.7
50007,77.9,13.9,68.2,45.7,41.1,108.5
50009,75.7,3.4,63.4,40.3,42.8,91.6
50011,78.7,9.8,67.0,44.5,39.9,91.3
50013,78.9,13.6,69.1,46.2,36.5,70.0
50015,74.6,8.8,64.2,42.0,43.5,180.2
50017,75.1,8.9,64.0,41.9,42.9,92.3
50019,74.4,6.1,63.5,40.5,45.8,106.8
50021,78.6,11.8,66.7,44.9,44.0,77.5
50023,77.7,11.2,66.7,44.1,41.6,105.4
50025,77.2,14.2,66.0,45.1,52.0,98.5
50027,79.2,10.7,66.9,44.6,44.0,86.9
51001,84.8,32.3,76.4,58.6,47.9,7.3
51003,84.1,28.7,74.6,56.5,48.0,15.2
51005,81.9,24.2,70.6,52.5,40.8,12.5
51007,87.0,29.0,76.5,58.3,45.4,8.0
51009,83.7,24.9,72.5,54.3,45.8,14.4
51011,84.5,28.3,74.4,56.4,45.9,11.3
51013,87.1,29.8,77.6,57.9,45.9,9.8
51015,82.9,26.0,72.4,54.0,41.9,21.5
51017,79.7,22.6,68.8,50.9,44.5,21.7
51019,84.6,28.7,74.4,56.7,46.0,9.5
51021,80.5,23.2,68.6,51.3,43.5,27.9
51023,85.1,28.4,74.8,56.6,44.6,12.1
51025,87.6,29.1,76.7,58.6,46.9,5.4
51027,81.4,25.9,71.2,53.8,46.6,14.8
51029,87.2,25.5,75.1,56.4,45.3,11.2
51031,85.3,26.6,74.1,56.0,44.9,10.2
51033,85.6,28.0,75.4,56.9,45.3,12.3
51035,80.6,25.7,70.1,53.0,48.3,11.4
51036,87.6,30.9,77.4,59.3,50.1,5.8
51037,86.0,28.2,75.5,57.2,45.9,6.9
51041,87.6,30.8,77.5,59.5,46.1,8.4
51043,81.7,24.1,71.9,52.7,42.5,23.1
51045,84.5,26.9,73.3,55.4,42.9,17.9
51047,83.7,25.5,72.9,54.4,45.6,17.8
51049,87.9,26.4,75.9,57.3,45.5,8.9
51051,80.3,25.3,70.5,53.0,48.5,40.2
51053,87.0,28.7,76.5,58.3,47.3,5.7
51057,86.8,30.5,76.6,58.7,45.7,10.0
51059,81.9,25.3,73.0,54.0,45.7,16.7
51061,83.7,26.2,73.8,54.9,46.4,19.8
51063,79.0,24.2,69.0,51.6,48.0,17.7
51065,85.2,26.0,74.2,55.6,44.5,13.2
51067,84.4,27.2,73.5,55.7,48.9,13.3
51069,84.1,24.3,72.9,53.5,40.6,23.8
51071,81.5,24.7,70.3,52.7,41.4,22.7
51073,84.1,31.2,75.9,58.3,51.7,7.2
51075,85.8,26.6,74.6,56.0,45.1,11.4
51077,78.2,24.6,69.3,52.2,49.5,13.9
51079,82.7,26.6,72.8,54.6,44.2,14.5
51081,88.0,30.5,77.6,59.6,46.9,1.9
51083,87.9,27.9,76.5,58.3,46.2,5.6
51085,85.4,28.9,75.6,57.6,45.5,14.1
51087,87.6,30.5,77.3,59.0,48.3,7.4
51089,85.7,26.5,74.1,56.4,48.5,7.3
51091,78.0,19.3,66.2,48.5,46.5,39.9
51093,86.5,31.8,76.8,59.4,51.8,5.4
51095,86.2,31.5,76.9,59.2,50.7,6.0
51097,87.0,30.5,76.9,59.0,46.3,9.1
51099,85.9,28.4,76.0,57.1,44.6,11.7
51101,87.1,30.4,77.0,58.9,46.0,8.3
51103,85.5,30.4,76.1,58.3,50.4,9.7
51105,83.9,26.0,72.8,55.0,51.4,16.7
51107,83.7,26.0,73.7,54.2,44.1,20.4
51109,84.9,26.7,74.2,55.8,44.1,15.2
51111,86.6,29.1,76.0,57.8,45.6,4.3
51113,80.5,24.0,70.6,52.3,45.0,17.3
51115,83.5,32.4,76.1,58.3,51.4,6.8
51117,88.4,30.4,77.7,59.5,45.2,3.9
51119,85.6,30.8,76.4,58.6,50.9,7.9
51121,80.7,24.6,70.2,52.4,42.8,22.7
51125,83.8,24.7,72.4,54.1,46.0,14.6
51127,87.5,29.9,76.9,58.7,47.4,8.8
51131,83.5,33.7,76.3,58.6,45.1,6.0
51133,85.2,30.9,76.2,58.1,48.7,10.0
51135,86.4,28.7,76.0,57.8,46.6,6.4
51137,84.9,26.9,74.6,55.9,44.2,16.0
51139,79.4,23.3,69.2,51.3,41.8,19.8
51141,83.9,27.0,72.8,55.8,54.1,7.1
51143,85.2,26.1,74.1,56.0,47.4,5.8
51145,86.6,27.2,75.3,56.9,45.1,9.6
51147,86.4,28.1,75.8,57.4,44.8,6.0
51149,87.5,30.0,77.1,59.0,50.0,4.4
51153,84.9,26.3,75.4,55.4,47.4,
51155,81.4,25.0,70.4,52.8,41.0,18.2
51157,83.6,25.5,72.4,54.2,46.9,20.5
51159,86.3,30.6,76.4,58.4,46.1,10.7
51161,85.4,28.6,74.6,56.8,43.4,15.7
51163,84.4,24.2,72.8,54.2,43.5,14.7
51165,82.1,23.5,71.3,52.5,41.1,20.8
51167,82.1,25.4,71.1,53.7,46.8,17.5
51169,83.0,27.3,72.4,55.3,47.9,18.5
51171,83.4,22.6,71.5,52.6,38.9,21.6
51173,81.2,24.1,69.9,52.5,46.2,19.1
51175,86.9,30.5,76.5,58.9,51.1,4.4
51177,85.8,27.3,75.2,56.5,45.1,12.5
51179,86.0,28.4,76.2,57.2,43.1,11.8
51181,87.4,31.0,77.1,59.3,49.4,5.5
51183,87.5,28.9,76.6,58.4,49.3,4.4
51185,80.6,23.9,69.4,52.0,46.0,26.9
51187,84.3,25.6,73.2,54.5,42.6,21.4
51191,83.2,25.5,71.7,54.3,47.1,11.6
51193,86.1,30.9,76.8,58.4,46.1,12.4
51195,80.4,26.4,70.3,53.7,52.3,37.9
51197,80.4,24.5,69.5,52.1,43.4,20.0
51199,85.2,32.3,76.8,59.2,48.3,4.9
51510,86.8,30.1,77.5,57.9,44.8,11.9
51520,84.3,27.1,73.0,55.6,46.5,9.1
51530,84.0,23.7,72.3,53.6,43.3,12.0
51540,83.7,29.3,74.7,56.5,48.0,15.4
51550,88.9,31.4,77.6,60.3,52.3,6.0
51570,87.5,30.0,77.3,59.1,48.2,6.4
51580,81.8,24.2,70.6,52.5,41.1,13.3
51590,87.7,28.4,76.4,58.2,45.9,5.9
51595,88.0,30.5,77.6,59.6,46.7,2.0
51600,82.8,25.7,73.5,54.4,45.6,19.1
51610,85.1,28.0,75.7,56.3,46.3,12.2
51620,86.2,31.4,76.5,59.2,49.6,4.1
51630,86.2,27.5,76.0,56.9,44.6,11.5
51640,80.4,25.2,69.8,52.6,47.8,16.1
51650,85.9,34.7,78.1,60.6,47.7,3.5
51660,82.3,24.1,71.8,52.9,41.7,18.8
51670,87.7,31.7,77.8,60.1,49.6,4.7
51678,84.7,24.5,73.2,54.6,43.2,13.9
51680,84.2,26.9,73.6,55.7,43.7,12.5
51683,85.4,26.3,75.7,55.5,47.6,21.0
51685,84.7,26.2,75.1,55.2,47.6,19.7
51690,86.2,25.9,74.4,56.3,47.4,9.1
51700,86.1,33.1,77.4,59.9,48.7,2.8
51710,86.6,35.2,78.4,61.1,49.1,4.3
51720,80.6,26.4,70.4,53.8,52.3,35.5
51730,87.5,29.9,77.2,59.1,48.2,5.4
51735,85.7,33.8,77.6,60.1,48.9,3.4
51740,86.5,35.1,78.3,61.0,52.2,4.0
51750,81.2,24.7,70.4,52.6,42.0,23.1
51760,87.3,29.6,76.8,58.2,46.8,10.7
51770,84.7,28.4,74.2,56.4,45.3,14.3
51775,84.2,28.0,73.7,56.0,45.9,14.7
51790,82.8,26.2,72.3,54.1,41.6,21.5
51800,86.4,31.3,76.3,59.1,51.1,5.3
51810,86.8,34.2,77.9,60.8,52.2,4.0
51820,83.8,25.3,72.6,54.2,44.8,17.1
51830,86.1,32.0,77.0,59.4,50.8,4.9
51840,84.3,24.6,73.2,53.7,40.6,23.4
53001,85.0,26.5,68.8,50.4,10.8,14.7
53003,82.0,27.5,67.7,50.2,18.4,10.6
53005,87.0,28.0,71.9,53.3,8.7,
53007,81.0,22.5,65.4,47.2,28.1,94.4
53009,68.6,34.0,59.7,49.0,42.8,3.1
53011,76.4,31.9,63.0,50.9,53.9,1.3
53013,83.7,27.7,68.7,51.4,24.1,13.0
53015,77.4,34.8,64.6,52.9,60.4,3.0
53017,83.8,21.3,69.2,48.9,11.4,27.5
53019,82.3,19.1,64.6,45.6,20.2,49.3
53021,85.6,27.3,69.6,51.8,9.7,8.2
53023,82.5,27.6,67.5,50.5,18.0,9.7
53025,85.6,24.6,71.2,51.2,7.7,13.9
53027,67.2,36.2,59.5,50.4,89.4,1.0
53029,69.7,37.2,60.9,50.9,24.5,1.7
53031,69.4,34.4,60.3,49.2,94.1,1.3
53033,72.3,33.8,61.8,49.9,77.9,18.0
53035,74.7,34.5,63.8,51.8,48.1,3.0
53037,81.3,23.1,66.7,48.2,14.2,
53039,81.1,24.0,64.5,47.4,18.2,23.2
53041,77.5,33.0,63.6,51.2,68.8,3.4
53043,80.8,21.3,63.9,45.9,13.1,23.8
53045,74.2,34.9,63.1,51.3,83.2,3.8
53047,84.6,22.0,68.8,48.7,19.7,85.1
53049,71.6,33.1,60.4,50.5,90.0,1.5
53051,80.9,22.1,64.0,45.7,42.7,59.3
53053,73.6,33.3,62.2,50.5,57.0,5.1
53055,70.6,37.1,60.4,50.9,25.4,5.8
53057,73.7,32.2,62.4,49.7,76.6,21.0
53059,78.3,31.5,64.3,50.3,84.2,36.7
53061,74.8,32.2,63.0,50.3,68.0,15.3
53063,81.3,25.0,67.3,48.6,20.4,46.4
53065,83.3,21.8,65.8,47.1,21.2,44.3
53067,75.5,33.0,62.8,50.7,54.0,3.9
53069,73.4,33.4,61.4,51.1,92.3,2.5
53071,86.2,29.4,71.3,53.3,17.3,6.1
53073,73.0,31.0,61.8,48.8,90.4,31.6
53075,82.1,27.1,66.5,49.2,17.4,25.4
53077,86.1,25.6,70.8,52.0,8.8,18.2
54001,81.1,22.5,69.9,51.5,50.4,45.4
54003,84.8,24.6,73.3,53.8,40.8,
54005,85.9,26.8,74.7,56.1,49.5,17.5
54007,84.0,24.4,72.8,54.0,51.3,19.4
54009,81.4,23.5,71.3,51.8,40.5,22.2
54011,86.9,27.8,75.7,56.8,46.9,13.7
54013,83.5,22.5,71.8,52.7,49.3,25.4
54015,83.0,24.4,72.2,53.6,51.2,31.8
54017,83.3,22.8,71.7,52.7,49.6,24.0
54019,81.1,24.5,70.5,52.8,48.2,54.6
54021,83.5,23.9,72.3,53.5,47.9,22.5
54023,82.4,22.3,70.6,51.6,45.9,102.9
54025,79.7,21.8,68.6,50.3,42.5,28.1
54027,83.8,22.4,71.4,52.2,38.7,28.4
54029,81.5,22.9,71.2,51.5,41.8,32.1
54031,83.2,21.1,70.4,51.7,37.0,21.8
54033,83.8,24.5,72.5,53.3,47.5,24.1
54035,85.9,23.4,73.2,54.1,46.7,15.3
54037,84.8,24.3,73.1,53.6,42.1,
54039,84.4,27.3,73.8,55.5,46.8,26.2
54041,83.0,24.0,71.9,53.1,51.5,27.4
54043,86.2,25.5,74.4,55.5,47.7,19.9
54045,86.3,27.9,75.3,56.7,49.6,16.6
54047,82.1,25.8,71.5,53.6,49.2,19.6
54049,82.5,23.4,71.1,52.2,49.5,24.6
54051,83.6,22.6,72.1,52.4,45.1,17.9
54053,83.8,23.3,72.6,53.2,45.0,11.8
54055,79.5,24.6,69.1,52.0,41.7,28.2
54057,84.7,22.5,71.7,52.0,40.5,32.2
54059,86.3,27.9,75.3,56.9,49.2,14.4
54061,82.3,23.9,71.5,52.6,44.2,19.8
54063,83.0,24.1,71.2,53.0,39.5,22.1
54065,83.8,23.7,72.3,53.0,41.9,23.1
54067,79.3,22.3,68.6,50.7,52.8,67.7
54069,82.1,24.4,72.0,52.5,40.0,17.0
54071,81.2,22.5,69.1,51.5,40.5,37.4
54073,83.2,23.8,72.5,53.2,45.8,22.0
54075,72.8,17.6,63.4,45.4,54.2,94.7
54077,77.5,20.5,67.2,48.9,50.5,117.4
54079,85.4,25.7,73.9,55.1,41.4,12.8
54081,79.3,23.2,68.8,51.3,44.6,41.4
54083,78.2,19.8,66.7,48.7,50.4,78.5
54085,83.3,23.0,72.0,52.9,47.2,23.1
54087,82.9,23.9,71.6,52.8,48.3,21.1
54089,83.4,26.3,72.7,54.4,41.0,21.9
54091,80.9,24.3,70.6,52.4,47.8,28.3
54093,77.4,21.1,67.3,48.8,57.8,106.0
54095,82.7,22.0,71.0,51.8,47.6,26.5
54097,81.0,24.0,70.7,52.3,53.1,43.7
54099,84.4,27.9,74.1,55.9,47.6,20.1
54101,81.4,22.5,69.3,51.4,59.6,87.0
54103,82.6,21.5,70.5,51.3,48.2,22.6
54105,83.7,22.6,71.5,52.5,48.2,21.1
54107,84.5,25.9,73.9,54.5,43.9,13.0
54109,82.6,25.7,72.2,53.9,49.2,19.8
55001,80.5,9.6,68.7,44.9,34.8,47.6
55003,76.0,8.1,64.6,41.4,31.3,106.2
55005,78.5,5.1,67.6,42.5,32.8,53.0
55007,75.6,8.7,64.2,41.3,31.4,73.9
55009,78.3,13.3,68.0,45.2,32.0,57.2
55011,80.5,11.3,70.3,46.2,36.4,42.7
55013,78.8,6.6,67.5,43.1,31.8,54.5
55015,79.5,13.2,68.9,45.7,33.4,42.7
55017,78.6,8.8,67.8,43.8,32.8,48.2
55019,77.9,7.1,66.7,42.8,34.3,48.5
55021,80.4,12.6,69.6,46.4,37.9,41.7
55023,80.7,12.0,70.4,46.9,37.2,36.6
55025,80.2,14.0,69.8,46.9,39.6,42.3
55027,78.7,12.3,68.4,45.4,35.4,40.9
55029,76.1,14.2,65.8,44.1,31.2,60.1
55031,77.2,6.1,65.7,41.5,34.4,58.1
55033,79.7,7.7,68.3,43.9,34.5,45.6
55035,79.8,9.0,69.1,44.5,33.6,54.3
55037,76.0,6.0,63.7,40.3,28.3,64.9
55039,79.2,14.0,69.5,46.4,30.4,38.1
55041,73.4,6.8,62.7,40.2,32.9,75.8
55043,79.5,12.7,69.8,46.5,38.7,38.5
55045,81.0,14.1,70.5,47.3,38.9,39.8
55047,79.9,11.8,68.7,45.4,34.8,41.6
55049,80.0,12.2,69.0,46.0,38.9,38.2
55051,75.0,6.2,64.1,40.3,37.3,158.3
55053,78.9,8.5,67.6,43.8,37.9,41.6
55055,80.7,14.4,70.5,47.2,37.8,38.8
55057,80.1,10.5,68.5,45.3,34.8,42.1
55059,78.8,19.3,69.8,48.5,35.2,38.3
55061,74.7,14.4,65.9,44.1,30.9,52.0
55063,80.4,13.7,71.3,47.5,36.6,48.1
55065,80.4,12.2,69.5,46.4,38.2,35.7
55067,74.9,6.5,64.2,40.8,31.5,57.8
55069,76.4,5.5,65.4,41.1,33.3,55.9
55071,74.1,15.0,65.9,44.5,32.1,44.2
55073,78.1,9.0,67.2,43.2,34.1,61.0
55075,77.8,7.3,65.2,41.9,32.7,55.6
55077,80.1,11.8,69.2,46.0,36.1,43.7
55078,77.5,8.6,66.3,42.9,33.2,53.6
55079,78.8,18.6,70.2,48.5,36.1,47.9
55081,79.4,11.2,68.8,45.1,35.8,47.9
55083,77.6,10.0,66.5,43.4,32.8,53.8
55085,76.7,5.2,64.6,40.7,32.6,71.5
55087,79.0,12.5,68.6,45.2,33.6,52.4
55089,76.9,14.6,67.2,45.3,32.5,45.0
55091,81.0,9.1,69.6,45.5,35.2,50.1
55093,78.1,6.9,67.1,42.9,35.6,45.4
55095,79.1,7.5,68.6,44.0,32.6,53.5
55097,78.5,9.9,67.9,44.2,33.9,48.6
55099,76.3,4.5,64.5,40.5,33.6,61.8
55101,77.9,18.5,69.5,48.0,34.6,42.7
55103,80.0,11.2,68.7,45.7,38.4,41.2
55105,80.8,14.5,70.0,47.3,37.7,36.6
