fips,dist_to_coast_mi,dist_to_mountains_mi
48011,545.2,266.6
48013,111.8,560.4
48015,97.3,438.7
48017,542.8,212.1
48019,182.3,534.4
48021,146.4,451.4
48023,395.6,357.5
48025,53.6,567.2
48027,200.4,400.8
48029,136.0,527.0
48031,177.9,476.0
48033,420.9,331.2
48035,246.5,359.0
48037,287.3,170.9
48039,39.3,471.9
48041,129.9,390.5
48043,398.2,437.2
48045,514.6,282.8
48047,90.1,666.1
48049,286.3,421.1
48051,136.8,408.7
48053,205.9,439.8
48055,132.2,476.8
48057,39.8,539.3
48059,328.7,414.3
48061,17.3,710.1
48063,254.1,212.6
48065,569.2,261.9
48067,262.7,193.9
48069,547.7,226.3
48071,28.5,427.2
48073,177.0,289.4
48075,480.4,337.2
48077,369.3,301.4
48079,519.3,230.9
48081,345.1,405.7
48083,304.7,429.5
48085,288.9,251.3
48087,505.4,326.8
48089,104.8,462.9
48091,146.5,497.3
48093,288.3,393.1
48095,286.6,465.2
48097,331.7,258.2
48099,229.8,392.3
48101,461.7,342.8
48103,405.3,358.0
48105,324.9,434.7
48107,463.9,303.7
48109,510.4,305.9
48111,659.1,194.7
48113,266.6,280.9
48115,440.8,308.7
48117,582.1,198.3
48119,287.0,207.6
48121,302.6,273.2
48123,77.9,515.8
48125,448.3,329.3
48127,170.9,621.0
48129,525.7,296.7
48131,94.1,632.9
48133,317.8,388.4
48135,425.9,331.0
48137,242.4,514.6
48139,241.6,304.1
48141,611.4,272.1
48143,287.0,365.6
48145,185.5,371.2
48147,306.3,212.6
48149,129.8,454.7
48151,385.2,379.5
48153,490.8,288.9
48155,436.8,370.6
48157,60.5,453.1
48159,268.9,206.0
48161,184.2,321.3
48163,141.5,579.8
48165,469.0,280.6
48167,7.0,460.8
48169,440.0,319.2
48171,198.8,492.1
48173,380.3,369.0
48175,52.6,544.0
48177,105.3,495.6
48179,548.3,292.3
48181,318.6,234.8
48183,220.2,241.0
48185,111.5,390.6
48187,123.5,501.3
48189,507.1,262.2
48191,491.4,318.5
48193,257.9,387.4
48195,613.8,262.6
48197,450.7,367.1
48199,75.2,381.5
48201,52.5,425.0
48203,225.8,230.2
48205,633.5,190.3
48207,392.7,397.4
48209,155.4,475.5
48211,551.6,320.8
48213,210.7,282.2
48215,64.1,706.0
48217,231.4,336.0
48219,500.4,253.2
48221,281.2,339.9
48223,269.8,217.7
48225,144.6,328.5
48227,398.3,351.1
48229,556.1,295.8
48231,274.8,236.4
48233,591.3,260.1
48235,330.5,419.3
48237,336.8,319.6
48239,70.9,505.7
48241,110.6,350.0
48243,469.6,365.9
48245,54.7,412.6
48247,116.1,678.6
48249,69.1,618.9
48251,261.6,323.6
48253,369.8,405.1
48255,81.4,539.5
48257,244.4,272.6
48259,169.4,504.9
48261,59.7,661.1
48263,422.5,344.9
48265,201.2,521.8
48267,238.2,510.8
48269,433.0,357.3
48271,227.1,546.1
48273,56.0,627.3
48275,416.1,384.3
48277,305.1,188.5
48279,525.2,235.7
48281,233.1,419.1
48283,130.0,609.8
48285,95.6,486.0
48287,148.4,428.7
48289,155.5,342.5
48291,59.4,397.5
48293,188.5,343.4
48295,577.4,322.6
48297,72.8,581.4
48299,212.8,461.9
48301,474.1,300.9
48303,481.7,277.9
48305,458.3,295.1
48307,262.9,463.2
48309,211.2,362.6
48311,99.8,592.1
48313,133.5,362.1
48315,243.1,213.1
48317,420.1,329.1
48319,230.3,483.4
48321,80.9,506.9
48323,207.8,584.8
48325,158.5,552.1
48327,263.3,486.1
48329,398.9,353.2
48331,166.4,400.2
48333,259.7,417.4
48335,378.6,373.5
48337,348.1,281.1
48339,80.9,397.4
48341,611.5,230.6
48343,263.7,198.2
48345,474.9,316.1
48347,160.7,295.9
48349,214.5,310.3
48351,120.7,346.7
48353,361.2,396.1
48355,36.3,604.6
48357,595.2,292.5
48359,607.9,192.4
48361,78.6,393.0
48363,316.6,346.4
48365,200.1,255.4
48367,298.9,322.5
48369,565.8,198.8
48371,393.9,389.6
48373,102.6,355.0
48375,586.4,231.8
48377,460.1,406.1
48379,253.6,241.1
48381,560.7,236.9
48383,357.4,394.9
48385,211.9,541.7
48387,298.8,174.4
48389,463.2,330.8
48391,24.4,559.3
48393,572.1,289.6
48395,157.2,372.9
48397,266.4,260.3
48399,320.1,436.2
48401,194.1,265.0
48403,152.1,308.6
48405,148.8,307.6
48407,90.7,373.6
48409,31.6,587.3
48411,243.9,443.7
48413,291.7,458.1
48415,402.3,355.1
48417,356.3,394.9
48419,176.4,279.5
48421,634.0,232.7
48423,214.3,257.4
48425,267.8,347.8
48427,99.9,711.1
48429,337.0,371.0
48431,359.4,389.7
48433,406.8,370.8
48435,274.2,478.2
48437,530.7,253.8
48439,281.6,301.0
48441,343.4,421.5
48443,342.8,441.0
48445,477.9,272.1
48447,373.1,372.2
48449,270.7,197.2
48451,313.6,435.7
48453,160.3,454.4
48455,125.9,338.6
48457,104.6,351.2
48459,237.5,227.2
48461,381.1,377.0
48463,192.0,569.2
48465,282.0,491.3
48467,233.4,260.7
48469,55.1,524.5
48471,109.8,369.3
48473,86.4,424.9
48475,439.2,333.8
48477,115.4,421.1
48479,143.9,652.5
48481,86.2,477.8
48483,527.5,323.7
48485,397.1,320.5
48487,421.2,346.1
48489,36.0,687.7
48491,186.6,427.6
48493,104.5,530.0
48495,448.9,316.2
48497,318.9,296.1
48499,243.1,234.5
48501,497.4,251.6
48503,351.5,346.8
48505,137.3,694.1
48507,178.0,596.3
49001,424.6,166.1
49003,566.6,113.7
49005,631.9,92.5
49007,589.6,73.4
49009,688.6,114.9
49011,593.0,54.2
49013,624.9,62.1
49015,554.4,106.9
49017,473.8,177.6
49019,602.3,146.0
49021,399.6,194.9
49023,512.1,78.8
49025,435.8,143.9
49027,459.7,128.8
49029,625.0,47.8
49031,466.4,145.4
49033,653.6,86.9
49035,592.2,25.1
49037,543.0,163.8
49039,537.1,70.9
49041,498.1,114.8
49043,634.8,46.5
49045,534.9,80.3
49047,653.0,111.4
49049,571.5,19.7
49051,600.3,23.5
49053,361.7,177.1
49055,511.3,151.4
49057,614.2,61.9
50001,142.9,17.9
50003,120.5,69.4
50005,131.0,38.9
50007,145.1,8.7
50009,123.0,54.7
50011,156.9,24.8
50013,137.3,28.7
50015,158.4,15.2
50017,133.2,38.9
50019,148.4,39.1
50021,137.6,34.6
50023,150.0,21.2
50025,101.2,79.6
50027,118.0,53.8
51001,21.4,157.4
51003,160.1,33.0
51005,228.6,95.6
51007,113.0,85.6
51009,180.6,69.9
51011,158.2,79.8
51013,105.8,79.9
51015,193.2,41.5
51017,219.9,73.1
51019,196.4,99.4
51021,278.0,50.9
51023,213.9,95.7
51025,103.4,124.9
51027,294.5,58.3
51029,146.7,64.0
51031,172.0,94.9
51033,100.9,70.2
51035,243.7,51.0
51036,66.2,111.4
51037,147.0,103.4
51041,93.4,92.1
51043,155.1,50.6
51045,236.2,101.2
51047,137.5,29.4
51049,131.2,69.0
51051,302.1,60.4
51053,91.1,109.3
51057,78.2,93.5
51059,111.8,70.0
51061,135.9,40.3
51063,240.3,75.4
51065,140.9,47.7
51067,214.5,101.0
51069,170.8,50.3
51071,260.5,75.3
51073,45.2,131.7
51075,119.6,62.6
51077,251.2,23.8
51079,162.7,14.1
51081,87.7,135.8
51083,162.8,122.2
51085,101.2,75.0
51087,80.7,98.3
51089,218.7,90.3
51091,219.8,57.7
51093,39.1,147.6
51095,51.9,124.1
51097,75.3,102.1
51099,92.4,74.0
51101,81.9,94.1
51103,53.8,126.1
51105,321.6,83.8
51107,137.6,61.3
51109,130.6,46.8
51111,123.8,108.3
51113,153.4,13.5
51115,39.2,142.4
51117,131.9,125.5
51119,56.8,123.8
51121,242.7,81.7
51125,169.9,53.4
51127,69.3,106.5
51131,28.1,163.0
51133,49.0,123.4
51135,114.5,97.0
51137,137.6,31.6
51139,167.8,8.5
51141,230.6,73.8
51143,187.9,124.0
51145,114.4,73.0
51147,136.0,88.2
51149,70.2,114.4
51153,117.7,56.8
51155,260.4,62.6
51157,152.2,22.0
51159,67.1,103.5
51161,232.8,96.7
51163,199.6,70.0
51165,187.0,20.8
51167,294.6,40.6
51169,301.6,58.1
51171,176.6,24.9
51173,271.8,23.9
51175,62.3,144.8
51177,118.0,50.7
51179,110.2,56.6
51181,50.9,130.0
51183,69.6,128.1
51185,289.2,43.3
51187,159.4,32.3
51191,279.5,25.9
51193,71.3,95.8
51195,312.7,65.4
51197,262.7,39.8
51199,31.1,144.9
51510,102.7,79.5
51520,279.7,32.0
51530,193.2,70.8
51540,157.3,32.0
51550,22.6,174.1
51570,80.9,104.6
51580,227.2,94.8
51590,190.0,121.8
51595,86.1,135.3
51600,113.8,69.2
51610,109.4,76.2
51620,54.2,151.7
51630,109.9,56.6
51640,244.0,39.7
51650,19.3,156.6
51660,185.6,20.7
51670,76.5,106.1
51678,198.8,71.4
51680,179.3,85.0
51683,119.1,57.5
51685,117.9,60.0
51690,214.3,97.2
51700,31.3,146.1
51710,13.6,164.5
51720,313.2,64.2
51730,79.6,108.0
51735,23.0,152.8
51740,19.9,163.0
51750,252.0,71.8
51760,92.2,87.1
51770,219.7,105.5
51775,225.1,101.1
51790,188.9,38.5
51800,37.8,161.1
51810,8.5,180.0
51820,178.3,37.0
51830,46.6,129.5
51840,165.7,49.7
53001,263.6,155.2
53003,324.5,163.3
53005,216.8,118.0
53007,175.9,86.4
53009,39.5,128.5
53011,70.8,84.5
53013,293.0,189.3
53015,76.0,64.1
53017,214.3,114.5
53019,279.4,186.8
53021,247.4,139.4
53023,312.2,172.1
53025,219.1,111.9
53027,19.6,96.6
53029,92.2,96.0
53031,45.8,102.2
53033,113.9,40.8
53035,82.2,64.8
53037,162.0,55.1
53039,152.8,86.2
53041,84.5,35.2
53043,270.6,165.5
53045,53.6,71.7
53047,227.1,148.7
53049,28.1,96.8
53051,338.7,184.1
53053,92.4,19.7
53055,74.6,126.5
53057,133.0,110.1
53059,100.6,60.9
53061,128.2,79.8
53063,317.8,165.1
53065,308.3,203.3
53067,60.0,48.7
53069,52.7,87.7
53071,265.8,163.8
53073,136.2,134.2
53075,309.8,166.9
53077,162.2,58.8
54001,192.2,26.9
54003,169.5,70.0
54005,245.9,105.4
54007,206.8,74.7
54009,108.8,93.7
54011,214.2,137.2
54013,192.9,90.1
54015,219.4,99.3
54017,169.5,65.0
54019,248.7,109.5
54021,190.8,75.0
54023,213.8,17.6
54025,254.3,102.0
54027,190.8,48.1
54029,95.2,107.2
54031,193.7,37.6
54033,174.6,47.8
54035,191.1,119.6
54037,156.3,65.5
54039,226.3,124.6
54041,191.2,55.3
54043,232.3,118.5
54045,256.7,93.8
54047,289.9,61.1
54049,163.7,45.0
54051,132.1,77.1
54053,191.9,139.0
54055,283.3,68.1
54057,209.2,32.3
54059,262.7,89.8
54061,160.8,42.3
54063,254.4,93.0
54065,183.4,70.9
54067,233.5,94.0
54069,118.0,86.1
54071,213.3,37.3
54073,156.8,89.6
54075,240.7,65.9
54077,181.8,20.7
54079,210.8,137.9
54081,266.2,89.2
54083,217.4,35.0
54085,170.7,83.9
54087,198.2,104.5
54089,272.0,89.8
54091,179.2,30.6
54093,205.6,6.9
54095,153.7,75.9
54097,201.8,44.3
54099,232.4,122.2
54101,225.3,71.1
54103,149.2,66.6
54105,179.0,101.7
54107,165.3,107.9
54109,276.1,76.3
55001,115.3,598.3
55003,17.7,646.9
55005,94.9,579.8
55007,25.3,625.0
55009,41.2,568.7
55011,167.6,581.7
55013,65.8,558.7
55015,70.5,561.6
55017,122.8,605.6
55019,142.5,636.0
55021,79.0,574.4
55023,154.0,532.0
55025,76.8,547.2
55027,50.1,559.4
55029,27.7,561.1
55031,25.3,589.3
55033,128.3,575.3
55035,146.0,604.8
55037,64.8,645.9
55039,60.1,561.4
55041,73.3,649.8
55043,141.6,510.9
55045,89.2,518.6
55047,76.1,582.9
55049,112.9,528.9
55051,38.8,663.8
55053,164.0,606.0
55055,44.2,549.6
55057,128.4,589.8
55059,28.5,496.0
55061,28.2,553.2
55063,172.9,574.3
55065,115.5,506.7
55067,73.7,643.1
55069,106.4,672.4
55071,58.3,539.0
55073,105.8,656.4
55075,30.6,606.7
55077,94.8,595.3
55078,52.2,616.6
55079,6.3,505.2
55081,151.2,583.0
55083,29.6,599.1
55085,93.3,680.5
55087,58.5,585.2
55089,34.8,524.8
55091,150.7,577.8
55093,144.2,548.9
55095,93.9,551.4
55097,99.9,630.0
55099,79.1,653.4
55101,16.5,497.0
55103,130.4,548.2
55105,63.8,530.3
55107,94.1,614.6
55109,123.5,548.7
55111,107.1,559.9
55113,68.0,617.1
55115,58.4,611.7
55117,51.7,528.7
55119,110.1,644.0
55121,175.4,598.3
55123,152.6,557.3
55125,77.1,693.6
55127,39.8,528.9
55129,64.4,586.5
55131,31.8,537.5
55133,20.5,528.4
55135,76.2,608.0
55137,101.4,606.0
55139,82.2,580.8
55141,125.4,625.6
56001,760.5,115.7
56003,778.5,156.3
56005,673.4,101.0
56007,812.4,139.5
56009,706.9,123.4
56011,620.0,66.7
56013,773.8,114.4
56015,685.4,138.9
56017,769.3,119.3
56019,726.8,153.5
56021,729.4,99.6
56023,692.1,87.9
56025,763.6,178.4
56027,656.9,80.9
56029,701.5,91.1
56031,710.0,148.5
56033,724.5,175.4
56035,717.6,67.4
56037,749.1,160.4
56039,667.6,42.3
56041,670.3,81.8
56043,781.1,158.6
56045,638.4,54.3
