fips,homicide_per_100k,firearm_deaths_per_100k
28027,36.544871431,38.991657599
28029,15.632327654,29.776252729
28031,16.60665625,29.989824881
28033,9.4373825734,20.593861945
28035,12.447874525,23.527048175
28037,18.476091937,28.49814762
28039,7.6878041857,14.750350321
28043,20.307592332,34.326579261
28045,8.8069605357,23.29777951
28047,9.0115194947,19.846736946
28049,35.662404827,48.746103547
28051,34.4454286,47.901113409
28053,20.970588749,37.461601858
28057,,17.870211209
28059,7.8038941432,18.135275203
28061,,17.069840031
28063,21.840997538,28.121484814
28065,27.936507937,37.701974865
28067,8.8347770481,23.583097994
28071,4.9812808708,11.294165653
28073,6.3895722181,15.788709178
28075,20.655088447,30.691693858
28077,13.738308127,35.497611979
28079,17.76830135,26.73772961
28081,11.26806043,19.815059445
28083,40.475638108,56.442964384
28085,22.013989267,35.551100336
28087,11.394436606,21.830337347
28089,10.919635527,18.942093458
28091,16.667624576,25.167240372
28093,16.187319663,29.078054621
28095,8.4884839568,25.043541612
28097,24.390243902,34.440145054
28099,12.226911922,24.72510491
28101,13.434269478,19.892391634
28103,18.88472226,30.737901754
28105,6.566756793,15.162639257
28107,17.692106793,22.476828165
28109,8.2246987704,19.025670296
28113,18.417403363,29.398496622
28115,4.9547094513,13.788521682
28117,6.8017185676,16.704982062
28121,5.7696370061,16.896162121
28123,12.692803688,19.218449712
28127,10.702283867,22.600232029
28129,10.915640293,29.500038478
28131,,19.529342838
28133,33.26311121,34.654401109
28135,19.592476489,20.590052063
28137,9.5577767605,21.083109618
28139,12.363111079,29.260620691
28141,,29.04443799
28143,30.318342597,41.077883667
28145,,21.709291577
28147,9.9386783546,16.811431774
28149,17.73656533,29.989635935
28151,42.260894796,53.220997939
28153,14.08460623,26.745119016
28155,,28.629271385
28157,37.667250782,39.634430663
28159,14.253587153,21.156480007
28161,,29.318825944
28163,26.942865581,31.803397181
29001,,11.844318281
29003,,13.565146617
29007,,11.874698185
29009,,16.303767295
29015,9.641127567,29.795540943
29019,6.1152947493,15.756360391
29021,9.1291299124,16.766846661
29023,8.3962492275,20.74864898
29025,,28.77634142
29027,3.1836893229,11.597357587
29029,,17.574538009
29031,5.4064282432,16.607533781
29037,4.2156796083,20.719454815
29039,,19.606470135
29043,3.9289900531,18.728958128
29047,4.1790247781,16.664423379
29049,,13.55919071
29051,5.7728549188,15.639458353
29055,16.731101325,26.154819658
29059,,16.495234056
29061,,24.018830763
29063,,18.392495862
29065,,19.631709137
29067,,24.640404103
29069,9.6759523556,22.716634083
29071,4.4081324534,17.093458967
29073,,23.131139957
29077,6.4959231977,19.310847529
29079,,22.43615893
29083,,23.719165085
29089,,33.69940134
29091,5.6967884355,23.437538959
29093,,29.979613863
29095,22.306391128,34.354609929
29097,4.9722324495,17.298643786
29099,4.2515334075,19.067856737
29101,3.1756701326,15.556707904
29105,5.602913515,22.357984875
29107,,16.486535996
29109,,15.132224333
29113,3.7078235076,13.917789991
29115,,31.759828831
29117,,14.722809647
29119,,18.256741954
29121,,30.343408224
29123,,19.5809673
29127,,13.314926032
29131,,12.610042322
29133,12.880235279,26.021337497
29135,,15.116205832
29139,,27.956388035
29141,,14.531363526
29143,9.9333636853,21.255993009
29145,3.4151505837,10.935348171
29147,,10.020861612
29149,,19.735543714
29151,,29.452912157
29153,,26.524026347
29155,21.873414177,36.36865273
29157,,11.503027388
29159,3.6964228708,12.199871432
29161,4.7953657585,16.114592659
29163,,13.232472487
29165,3.3421715202,11.839042489
29167,,18.048631727
29169,4.0641595318,16.717007656
29175,,21.031344793
29177,,15.695986188
29179,,32.170891777
29181,11.984006798,20.25868786
29183,2.4736493606,10.979222443
29186,,13.313067886
29187,6.199429225,16.435670785
29189,15.6280753,23.538470839
29195,,9.6100923443
29201,7.0589983653,14.106067176
29207,,22.746071133
29209,5.4199807591,20.073645186
29213,3.3423061398,15.377683048
29215,10.658110261,18.138372121
29217,,20.687413187
29219,4.0789688367,17.430908938
29221,,21.986791639
29223,,23.819354019
29225,4.0359715134,20.30869212
29229,,16.316230298
29510,48.542686579,55.555740372
30001,,21.142543025
30003,20.513484917,37.857564699
30009,,24.117396063
30013,4.5252570259,21.923414206
30023,,23.87567286
30027,,23.141967067
30029,2.6593362297,21.913932071
30031,1.540673788,17.25824081
30035,,23.351187262
30043,,27.851046053
30047,6.0971320029,27.272727273
30049,3.7339982616,19.233143011
30053,,28.976239484
30063,3.6262277803,17.755592593
30065,,55.347411444
30067,,28.595939377
30081,4.2768363255,30.838722551
30083,,23.601604909
30085,15.438650662,23.659593055
30087,15.90002067,36.192544336
30089,,31.258225849
30093,4.0937300431,25.699453458
30095,,25.248805942
30099,,32.34989648
30111,4.6179613832,19.986354995
31001,,7.0108349267
31019,,8.0173495444
31025,,7.601961306
31033,,27.93536187
31041,,27.985074627
31047,,11.822227477
31053,,10.360547037
31055,5.928017222,10.912269203
31067,,10.217920375
31079,,7.805233409
31109,1.9439518008,7.9579718827
31111,,12.078753473
31119,,9.6709047985
31131,,12.512669077
31137,,22.205937868
31141,,7.1593492152
31153,1.9378598121,7.1629561841
31157,,11.172310546
31177,,10.578245358
32001,,20.053744034
32003,7.7271891483,16.691893115
32005,3.5255854675,20.847044012
32007,5.9634979711,33.609256518
32013,,25.866224589
32019,3.5675515893,28.953959716
32023,4.6371435196,33.252657056
32031,5.2618150692,16.720748718
32033,,25.372660958
32510,3.5863870993,20.988822563
33001,,11.32242714
33003,,12.174336499
33005,1.873438021,14.394326018
33007,,16.534286387
33009,1.586903602,13.49706826
33011,1.7246005997,9.6892578268
33013,1.7042630246,11.321763193
33015,0.7412245957,8.6253397032
33017,1.5426351293,8.1128450829
33019,,12.027737814
34001,6.3757280284,8.8262045525
34003,1.2311583376,1.9993563774
34005,3.2066505297,5.2439922958
34007,7.3547486088,7.0845701975
34009,,6.4466358231
34011,7.9938080903,9.8185948264
34013,11.914878271,9.9201343034
34015,2.4796028357,4.9559665764
34017,4.0276540405,3.5439971133
34019,,4.4524659506
34021,8.0535924391,8.9002745681
34023,1.945704269,2.6787285989
34025,1.3911707637,3.0029694256
34027,0.6598262763,2.572518906
34029,1.4113552468,3.6156175133
34031,4.8662443817,5.4411211548
34033,10.38616202,13.321449754
34035,1.7537008434,2.7536533797
34037,1.2063829723,4.9399165013
34039,3.6760726474,3.9917200322
34041,2.0061924474,4.4927077737
35001,12.098749402,24.597024645
35003,,55.413942148
35005,16.499617209,29.674507743
35006,10.602879742,18.682928287
35007,11.738742546,24.784785446
35009,7.5215593928,18.775893386
35013,4.860209856,14.441541918
35015,12.503524278,32.116329445
35017,8.7712056796,27.021697693
35025,10.500744139,19.758717829
35027,7.2596862364,38.423426156
35029,9.403191208,32.181669651
35031,17.827197643,16.442555563
35035,6.8615930904,25.847316633
35037,,48.001920077
35039,13.440323149,18.387423003
35041,8.354789953,23.539734001
35043,6.1016055096,19.463541248
35045,10.538049384,21.282358859
35047,14.535110078,29.216273464
35049,5.219959607,17.849799884
35051,,32.582723916
35053,,22.885500229
35055,10.365334865,25.971045304
35057,10.17218739,32.320202712
35061,10.463163126,23.186261228
36001,3.3829828548,6.7548609018
36003,,14.279038372
36005,7.1678865164,5.4004224362
36007,2.5842712392,5.4029005264
36009,,8.8867049666
36011,,4.9578193945
36013,2.1181480697,7.8526589889
36015,4.3894673044,7.6384346938
36017,,11.022880957
36019,,4.7318533424
36021,,6.9699594747
36025,,13.064298875
36027,1.9863032281,5.9705178542
36029,6.5940884538,8.355151361
36033,,4.4202980085
36035,,7.4968419553
36037,,3.8248364013
36039,,8.4095448334
36043,,7.8361205979
36045,1.8944010346,7.4977774445
36047,5.1652170337,4.0935929488
36049,,7.5726596695
36051,,7.6453573567
36053,,5.9856856603
36055,6.6216635954,7.8863803285
36057,,8.1082615077
36059,1.7068291596,2.2996849871
36061,2.6580693767,2.1205772557
36063,4.405283358,7.4208608008
36065,3.6625716219,7.8451882845
36067,6.3290322541,7.8442020787
36069,,5.9767558531
36071,2.374122363,5.9312715202
36073,,8.4110114983
36075,1.3311293059,5.2789948794
36077,2.6385667306,7.0907617504
36079,,3.0425778342
36081,2.8162873715,2.3758965297
36083,3.7615735558,5.6517184992
36085,3.1332303247,3.4991237611
36087,1.8706868161,2.7342259467
36089,1.3128683416,6.6587008875
36091,0.8070253418,3.6283467179
36093,3.0308095568,4.8739131494
36095,,7.766437341
36099,,7.0384121342
36101,,10.735463446
36103,2.1636247953,3.6369668287
36105,3.5734369505,8.8999876971
36107,,5.803710229
36109,,3.4884058954
36111,1.7521168758,6.6945158526
36113,,6.2089626376
36115,,7.8538400369
36117,3.316707678,7.0966969311
36119,2.2840419988,3.0743633147
36121,,6.4872525487
37001,6.9736027612,14.581078502
37003,5.3645190709,18.794872759
37005,,21.593608292
37007,22.716946842,30.71278565
37009,,20.718334246
37011,,18.175002556
37013,8.2347451346,20.627239989
37015,14.98497756,18.198556961
37017,15.660003915,19.77432551
37019,4.0904814497,14.352401185
37021,4.2805916875,13.786148653
37023,5.4323338904,12.717848943
37025,3.567159518,9.9317285622
37027,5.5994274585,16.636044927
37031,3.7209610002,17.342193267
37033,8.8074687335,18.566818443
37035,6.2177734604,17.414029193
37037,4.6521635468,12.878369169
37039,,20.23415805
37043,,21.330299691
37045,7.1392874991,16.24959376
37047,18.175020252,29.417713141
37049,7.6769323537,18.055642781
37051,11.320485085,20.331803066
37053,,15.72877866
37055,,13.51482847
37057,3.5924824738,14.531421221
37059,,11.635808503
37061,5.720354264,11.974149923
37063,11.988438621,15.218621106
37065,18.187830688,27.406699764
37067,7.9694516942,15.573546993
37069,7.3623761543,19.021543339
37071,6.6221418707,16.800283738
37073,,17.696296165
37077,4.9965262246,13.549822035
37079,9.5404891545,10.532262234
37081,10.323529744,17.122214563
37083,15.825154648,28.440385347
37085,7.3797659652,15.977087673
37087,4.1727519299,18.33858825
37089,2.7093229033,14.697161568
37091,17.688535389,23.350745494
37093,12.4013499,19.776018282
37097,3.8998083523,13.024111022
37099,3.9842357074,11.944083315
37101,4.2699684022,12.648934066
37105,9.5475842283,17.733240476
37107,14.189896287,20.054864379
37109,2.8703900691,13.254241939
37111,6.3094468193,16.74591598
37113,4.435305028,22.292443419
37115,,11.980904282
37117,8.8405604915,12.518778167
37119,8.6206670323,13.321728788
37121,,21.367521368
37123,7.3730389033,21.49501538
37125,4.4728591237,14.912285934
37127,10.753274448,19.689206927
37129,6.6732484438,14.143100582
37131,13.268074065,26.25002625
37133,5.2437468319,16.206206977
37135,3.0375480129,7.051708005
37139,10.353740914,17.964161498
37141,5.1119161088,17.534574994
37145,7.6097433705,24.313769191
37147,7.292525642,12.516889419
37149,,21.44688484
37151,3.8757995079,15.693812333
37153,13.463868747,20.309608702
37155,26.297807819,31.338236234
37157,7.989335021,16.695957821
37159,9.0569318738,19.170518262
37161,4.3021947647,16.562872665
37163,9.3222709052,10.864042894
37165,20.463037615,28.803502506
37167,4.6026529692,14.695217984
37169,4.6945565052,15.413681183
37171,4.9638039417,18.116446947
37173,,22.495606327
37175,,11.749569672
37179,3.4656965959,8.031167623
37181,22.650569662,27.698189628
37183,3.0800553571,7.0699424186
37185,11.613811726,21.493270559
37187,,22.480459293
37189,,10.434732547
37191,9.8879175464,15.866447045
37193,5.8745038142,16.499997054
37195,9.4961751517,13.324285979
37197,4.5641606889,20.766662584
37199,,16.561409707
38015,1.6453469588,11.43275255
38017,3.0195803896,10.091127267
38035,3.4329494488,12.174336499
38053,,21.294416604
38059,,11.365860743
38079,10.149296146,23.114372806
38089,,12.036896255
38093,,17.178523029
38101,3.3102101363,14.333017422
38105,,17.441353449
39001,,18.086976653
39003,7.2219313389,13.675560991
39005,,8.2540754498
39007,9.2205826823,16.036480938
39009,2.1865044572,9.2228517673
39011,,9.6045123745
39013,2.9651719376,14.058345123
39015,,14.700072582
39017,4.7834587995,11.706567853
39019,,13.336494576
39021,,13.907632715
39023,7.5275976573,20.670651096
39025,1.6687595693,11.517626324
39027,,11.430803157
39029,2.2267251553,14.31223814
39031,,18.595493327
39033,,12.026053242
39035,14.856510676,20.790647368
39037,,9.7361882434
39039,,7.8810487049
39041,0.9734139784,5.3396341016
39043,3.0597063447,10.476295367
39045,2.6535708371,9.8876609597
39047,,8.3665671975
39049,11.099714083,16.16127767
39051,,7.581860399
39053,5.2639890509,20.831933338
39055,,7.6525081095
39057,2.048812969,9.2612601488
39059,4.0385201394,14.944139836
39061,11.000560538,17.179430723
39063,3.402807316,9.0059068154
39065,,9.5969903838
39071,9.6057342921,12.04551351
39073,5.0467836848,16.27569614
39075,,4.9980916377
39077,,12.688179418
39079,4.3984851617,19.722650231
39081,5.4202892266,17.727299124
39083,,12.548424047
39085,2.0493953973,10.066193903
39087,5.5011420849,15.534557637
39089,3.0146299175,11.756992019
39091,3.1420159803,12.296017847
39093,4.9850057489,12.283076686
39095,10.256253659,17.888595973
39097,,12.605514913
39099,11.229884469,20.24614403
39101,3.5097109314,14.135274578
39103,1.3547079688,9.3202125452
39105,,16.693024073
39109,,8.2225930695
39111,,14.640216675
39113,10.760747263,18.325128332
39115,,15.318627451
39117,,10.227505171
39119,2.6519351668,10.673472939
39123,,10.380212349
39125,,11.727579001
39127,3.9717528934,15.011174986
39129,3.4404205177,10.945260018
39131,9.7301172735,19.439424593
39133,2.1111317337,9.3522922345
39135,,9.2817852293
39139,4.5788513423,12.973619213
39141,3.7147723495,11.191475739
39143,,11.921874255
39145,5.1199296104,11.750944082
39147,,10.890399024
39149,,9.492756614
39151,5.7151514803,14.475377867
39153,8.3533222696,16.440437849
39155,6.4967887301,17.585889484
39157,2.7860671876,11.503333796
39159,,5.3591286057
39163,,21.543764619
39165,2.0218680345,8.9783182085
39167,2.8484550692,9.3470735314
39169,1.4766468304,9.1360565677
39171,,12.529894694
39173,,7.3216492015
39175,,10.077412853
40001,11.209579575,17.66554475
40005,10.275169027,18.646280067
40009,,22.043628014
40013,4.8770674194,16.834379169
40015,8.9612872391,17.610098335
40017,3.6362993087,14.71359322
40019,6.7973531698,21.151118521
40021,7.6467664472,20.175734767
40023,17.469283177,31.439663186
40027,2.8238616308,12.307804197
40031,10.203567026,22.117357339
40033,,35.185250343
40035,,19.695008722
40037,8.3908036792,19.534302235
40039,5.427087085,17.403411069
40041,6.4289750522,25.414156627
40047,3.9304813452,13.057174101
40049,,12.415465288
40051,7.2343009211,17.282225951
40061,,19.257927847
40063,12.800273072,39.128929824
40065,,16.169978817
40069,,27.665578487
40071,6.4608247889,20.980711429
40073,,14.05571173
40077,,35.803795202
40079,6.0439829272,16.937191249
40081,6.1479441275,16.109266856
40083,4.4865582714,14.477886063
40087,4.2641801758,14.169427262
40089,15.798550922,36.419977901
40091,7.2548934256,
40093,,28.78601523
40095,,27.751300088
40097,4.5574696928,16.221078554
40101,10.870087818,18.573058452
40103,,30.497102775
40107,16.75823847,21.962056324
40109,11.461216687,20.5245956
40111,15.229916013,29.349028075
40113,6.984152048,26.11033113
40115,6.4071760372,21.959143077
40117,,27.040314651
40119,3.5018664948,10.265359544
40121,9.4213963159,21.001976925
40123,9.3339655539,20.907926718
40125,6.8941201035,21.182127786
40127,,34.399724802
40131,4.0104580406,13.526947612
40133,6.3848064823,23.039768286
40135,7.3045256754,14.630863318
40137,3.6108193277,16.206029569
40139,6.9066974245,
40143,10.748426068,20.020600465
40145,5.1668629481,16.460662701
40147,5.4884139581,19.593078649
40153,,19.819837676
41001,,28.285064256
41003,,9.4550252385
41005,2.2408816801,11.525216552
41007,,10.426855608
41009,3.0315724491,17.14527381
41011,4.6733547566,20.156663793
41013,,22.088057723
41015,,31.197192253
41017,2.0900076733,13.426464171
41019,5.9728469185,20.757748055
41025,,37.879812765
41027,,8.5089003097
41029,3.4580425261,19.844775795
41031,8.3195664317,20.402833546
41033,7.2335108831,29.019882047
41035,7.3810387441,26.62928812
41037,,30.123506376
41039,2.8842340556,15.715328647
41041,3.1924866278,20.022826022
41043,3.1587734934,13.996367165
41045,4.6453075426,14.243907492
41047,2.8758256016,12.180373435
41051,4.9101600251,11.058167938
41053,1.6859511378,11.113091917
41057,,14.001164307
41059,5.8912548005,14.095660843
41061,,15.875295772
41063,,30.49963955
41065,,17.325408842
41067,1.5663881066,8.4542745714
41071,1.883185974,11.199734193
42001,2.362751911,12.426581234
42003,8.5018750255,14.573457019
42005,2.8357469903,14.466212161
42007,4.0506416389,12.257132802
42009,2.9697119082,20.848796191
42011,4.0481532937,10.760695871
42013,1.8587468561,11.792607345
42015,2.8290343798,10.591747705
42017,1.835628738,7.2177229287
42019,0.9849066839,11.096351203
42021,4.7467091281,14.485792487
42025,3.3384597237,19.580115305
42027,1.1515461278,5.4531506197
42029,1.610267722,6.4976122225
42031,,14.126067303
42033,1.9691664339,15.86813829
42035,,17.211165352
42037,3.7024292292,15.027632443
42039,3.3577328588,12.532543231
42041,1.5267356864,8.322635606
42043,7.0434483078,12.299947082
42045,8.09769299,12.232109746
42047,,16.592993774
42049,4.6121134014,13.000760101
42051,5.1499117393,17.948987739
42055,1.8458511266,9.6646744551
42059,,13.850492246
42061,,12.930150436
42063,2.0222208366,10.474270193
42065,,11.46305229
42067,,12.305471012
42069,2.1634514623,10.039019586
42071,2.2589063951,8.4918602591
42073,5.2916965014,17.235556487
42075,2.1342612966,11.157924174
42077,3.6906318167,9.8905392938
42079,3.9008677413,12.723754749
42081,9.6380836986,8.80874109
42083,,9.842665
42085,3.9870305754,14.535570358
42087,,12.556939224
42089,3.9839084006,13.691338222
42091,2.0614908358,6.5071132077
42093,12.522403362,11.004610932
42095,2.1534330404,7.5667784506
42097,4.0544797323,9.6601599635
42099,,15.168850981
42101,23.914956242,27.353920638
42103,3.0382208179,12.347551833
42105,,24.194914229
42107,10.720035747,13.66258761
42109,,7.4385944032
42111,1.9266857537,10.042258911
42115,3.8893308583,17.474051034
42117,,13.762121726
42119,,6.7822666335
42121,,16.14414755
42123,,13.306515587
42125,2.9573101957,13.875746544
42127,3.9068604469,23.397650876
42129,2.2306084086,11.984379218
42131,,17.943522762
42133,4.7464866442,13.362615663
44003,,4.2307627219
44005,,3.371998921
44007,3.3524902074,4.7394251576
44009,,5.991385019
45001,9.2862905332,19.592956332
45003,11.135387756,24.996391366
45005,29.382957884,44.411200972
45007,10.254065844,22.012516534
45009,16.140258849,25.781686409
45011,22.986019092,32.47125339
45013,7.0570934033,14.134867577
45015,7.7254528564,17.461915037
45017,14.695365082,24.82895608
45019,13.295715041,20.392691025
45021,7.794996618,19.30834015
45023,12.849768483,26.668816711
45025,13.196923232,26.964186256
45027,10.271026718,22.899705317
45029,23.436466386,37.587815195
45031,18.074972403,33.944639929
45033,32.031654812,42.610420911
45035,7.7114345331,15.946084927
45037,8.5492920118,16.383919927
45039,19.291984181,25.430271105
45041,14.067723677,23.073239396
45043,10.767295828,19.119849591
45045,7.052536678,16.277837016
45047,7.9237209794,18.170358467
45049,21.580752945,26.480806711
45051,7.3515130124,18.836622934
45053,22.362337934,27.440534354
45055,5.4527886652,19.6504636
45057,11.318362912,20.935788705
45059,7.2275684972,19.28663199
45061,20.028039255,33.21431537
45063,6.8075637869,17.399985354
45065,14.934958257,25.205847757
45067,16.712781564,26.985934404
45069,24.765401657,28.178882593
45071,9.329054407,18.760846114
45073,7.868598072,19.776475122
45075,17.491720311,25.880761967
45077,4.772369345,14.791223454
45079,12.465964636,18.756447529
45081,,13.915809353
45083,8.721877057,20.404393871
45085,12.197181513,20.519655571
45087,10.953473816,21.281279812
45089,17.980138862,22.307369305
45091,5.3956165592,14.722319895
46005,,19.328443953
46013,,10.300146262
46023,15.322852502,
46029,,12.789904502
46033,,31.807338407
46035,,12.126234097
46081,,14.683153014
46083,,10.081694245
46093,,13.946515115
46099,3.5727976122,10.195989577
46102,28.201925789,15.603722197
46103,6.7822550614,20.23511787
46121,22.779691905,33.915888596
46135,,12.239474052
47001,2.6093309675,15.590449291
47003,3.791933682,18.938936035
47005,,31.120461081
47007,,16.001493473
47009,3.034753345,13.948842246
47011,4.8114769764,13.3424754
47013,5.0368046511,22.671395752
47015,,21.991313431
47017,7.1479628306,20.73531725
47019,3.5463687717,19.163750701
47021,4.2301035318,15.681662256
47023,,17.315417648
47025,4.9309664694,18.795343767
47027,,26.164996468
47029,7.1897043434,21.113808987
47031,4.0725214253,16.906289844
47033,,18.260991712
47035,3.8076290608,22.418198302
47037,13.018137365,19.389529021
47039,,18.928964758
47041,,13.753131293
47043,6.4244643603,22.22922031
47045,6.1337698533,22.132253711
47047,9.8285963009,19.890553443
47049,,22.699512501
47051,5.431111443,20.808701821
47053,9.2541983695,21.053569187
47055,,19.536513069
47057,,17.95838785
47059,2.4775421131,16.707186395
47061,13.819349215,28.256569652
47063,2.8853943557,14.534973621
47065,9.503851809,18.043063505
47069,13.550058999,23.813492725
47071,5.519251148,27.745878581
47073,3.7795561289,16.558741254
47075,10.587698723,24.163483224
47077,5.624268206,14.311884589
47079,6.6399592749,24.156384718
47081,5.7320715133,27.02724187
47085,,22.495259927
47087,,16.996685646
47089,2.8946073465,12.809158182
47091,,20.162193647
47093,6.61115743,16.95096256
47097,10.497237569,18.854435899
47099,6.5321693008,21.765548764
47101,,25.970231622
47103,,15.098108672
47105,3.4809804583,14.028662773
47107,8.0275720341,20.505325792
47109,,34.86048061
47111,,20.247505507
47113,12.980572895,21.208604984
47115,6.9776366745,12.525398725
47117,4.6917118777,16.960155332
47119,5.26333202,17.034726213
47121,,17.6347051
47123,,15.449516559
47125,9.0564117667,22.416095703
47127,,30.89757454
47129,,12.11522511
47131,,15.199777951
47133,,17.900936219
47139,8.4286472864,25.852546476
47141,2.7304350675,15.292858235
47143,,14.503175591
47145,,17.951239945
47147,4.4255798515,17.808695652
47149,5.4122125917,14.887965061
47151,,18.164809315
47155,2.1892696596,19.084705639
47157,26.195798463,33.680472734
47159,,20.959757266
47161,,23.410637208
47163,4.8884173477,16.557253973
47165,4.6417942589,16.282310209
47167,5.8052995418,18.538514577
47171,,15.755829657
47173,,15.101329924
47177,5.5771476376,19.423698855
47179,4.5347310628,15.836627506
47181,,16.919042382
47183,6.4125309405,19.825773506
47185,6.3245773074,20.503507564
47187,1.7810423397,9.3529667694
47189,3.7622157621,14.409002301
48001,7.4064198848,12.424932698
48005,6.8744271311,16.09513605
48007,,39.604613938
48013,6.2976077678,16.262935976
48015,5.2510979568,22.642665441
48019,,23.743987055
48021,5.993077186,14.974048652
48025,5.291565245,9.3079825258
48027,8.1483726335,18.392647787
48029,8.2214525246,14.425326194
48031,,20.197259905
48037,10.230694527,20.528480059
48039,4.7125078136,13.014640667
48041,3.5357106778,8.1854010759
48043,,27.960597066
48049,,14.762793542
48051,,17.503938386
48053,3.882752812,15.63091301
48055,5.9661520308,13.635186052
48057,,16.140823942
48059,,19.969190392
48061,2.5993351103,6.0434229381
48063,,21.652386402
48067,5.7338353625,24.899728122
48071,4.3196687811,16.202568107
48073,4.3876487687,17.594186269
48077,,19.171411591
48085,2.3989591073,8.4376643466
48089,7.4288685833,18.835584186
48091,2.4780194906,15.661029121
48093,,21.972548962
48097,,14.608278999
48099,4.0981316245,13.190530751
48111,,30.437188711
48113,9.1054895357,14.405140889
48115,,17.310022503
48117,,11.860094018
48121,2.0563015361,9.0245151742
48123,,15.894302886
48133,,16.421260058
48135,7.2494262344,14.492290838
48139,4.5078852403,11.476746182
48141,3.7098837062,8.6532207595
48143,,10.294083242
48145,,12.693723531
48147,4.0741163242,18.005041412
48149,,13.470574718
48157,4.6377391312,10.732025027
48161,,21.255491002
48163,,11.163319362
48165,,10.287873403
48167,7.689473702,17.373905094
48171,,20.787705557
48177,,14.542634156
48179,7.1055759392,19.288528836
48181,4.8247076495,16.200366128
48183,11.18410888,19.372054842
48185,5.488857619,20.65788477
48187,3.8449506186,12.532165892
48189,4.2559167883,9.0174577983
48199,4.7569808694,18.104210622
48201,9.935955799,14.89511354
48203,8.9598853135,19.375454578
48209,3.8380889388,10.824100633
48213,5.9336305966,20.79509816
48215,3.5743776694,5.8379222697
48217,,19.195752803
48219,7.4962050462,19.404972965
48221,3.5673346303,20.765601781
48223,6.2161511146,27.601734038
48225,,13.130941751
48227,8.6701215788,25.579571931
48231,5.04393415,16.86443433
48233,,18.150033912
48239,,18.813664095
48241,6.4917676272,22.816464361
48245,11.939067953,19.341657351
48249,7.04212954,14.890258793
48251,2.8225183837,12.254151094
48253,,19.070369664
48257,6.0759603544,16.119077873
48259,,12.908278079
48265,5.2024292607,17.887385587
48273,5.9792932475,7.7987911874
48277,4.8793368694,19.263415163
48279,,16.957252308
48281,,11.139475516
48285,,13.849593416
48289,,19.913551758
48291,7.8853211461,19.894136371
48293,,18.112504528
48297,,16.598061346
48299,,23.023013805
48303,6.6820756569,15.459644209
48307,,30.546787496
48309,5.7899680652,14.859950799
48321,8.9472926659,18.022544565
48323,3.437708718,5.4821367999
48325,3.6659992668,12.066482426
48329,5.490175542,15.576124823
48331,,13.619503128
48337,,16.108896138
48339,3.8422047586,13.237041249
48341,,13.171016238
48347,5.684476569,19.636961671
48349,6.5806414695,16.622866732
48351,,28.380235407
48353,,14.932059131
48355,7.8872105116,17.147547152
48361,7.6418972963,16.681163392
48363,,11.061946903
48365,7.9899204081,29.450743631
48367,2.5636897443,12.783565892
48371,,20.521765898
48373,11.703318033,26.229251488
48375,10.928226769,23.21750566
48381,3.4556819265,16.469728206
48387,,21.674975407
48395,10.076920493,17.508228868
48397,2.1024068353,11.160946524
48401,6.1405710197,16.371727515
48403,,23.015842572
48407,7.5701373223,18.877554588
48409,6.3476211232,15.994976393
48415,,17.834849296
48419,10.224948875,17.591696719
48423,5.0250726309,18.046027683
48427,4.6476217456,8.3352113285
48439,6.2521068945,13.401011938
48441,5.1702244705,16.846894844
48449,5.7014793146,17.813705496
48451,4.5710436414,16.979669787
48453,3.8598394925,9.6930756822
48455,,15.116534741
48457,,14.074595355
48459,8.9715188781,22.090532766
48463,,9.0778424994
48465,3.2173244145,9.425070688
48467,6.337119551,18.492737239
48469,5.4351877159,16.554019468
48471,3.5292733618,8.1557863945
48473,4.2589097723,11.556017796
48477,,11.255240721
48479,4.3367037707,6.4094066783
48481,4.7983000308,17.262130243
48485,5.5247960429,13.645295102
48487,,17.285813062
48491,1.7737016504,9.0366645806
48493,12.57581214,24.815068655
48495,,38.854064135
48497,4.0027302834,14.686063789
48499,3.177316502,17.169422579
48503,,20.018906745
49001,,29.685922935
49003,,11.711679739
49005,,8.8069516205
49007,,24.471656927
49011,0.9757398547,10.104707222
49013,,25.097377826
49015,,19.913575084
49021,,14.495484657
49023,,18.612836089
49027,,19.832794288
49035,3.5868519458,13.532949802
49037,,18.450184502
49039,,13.149589733
49041,,28.660977617
49043,,13.284244886
49045,3.8889878193,19.125546741
49047,7.9114862914,26.331122266
49049,1.1903611876,9.1223830164
49051,,9.3616523316
49053,1.5742759988,14.70164086
49057,3.2415454347,15.869775396
50001,,10.832065079
50003,,15.054782681
50005,,17.268060066
50007,1.5695821947,7.0397832718
50011,,12.507161359
50015,,8.6297522477
50017,,22.032042852
50019,,19.966279173
50021,,12.911775199
50023,2.9250314441,12.280989029
50025,,9.7243831963
50027,,13.996956559
51001,14.868132781,20.275625626
51003,2.0983111218,10.182984596
51005,,22.79462047
51007,,24.442407577
51009,,18.377110991
51011,,15.03213118
51013,1.1573890764,3.1291969297
51015,1.8882995296,14.726533532
51019,3.083374445,15.670019714
51023,,14.33803103
51027,,19.199754243
51029,,17.579429723
51031,5.1853503482,14.147658018
51033,5.5993131509,18.164125851
51035,,16.862610197
51037,,20.268558399
51041,6.0851446508,15.277159238
51043,,16.40397523
51047,2.7591839438,12.932132927
51049,,20.339258837
51051,,33.572068039
51053,7.07510221,15.505952171
51059,1.7584965628,4.9674700431
51061,3.6408577052,11.219000499
